,date,滋賀県,京都府,大阪府,兵庫県,奈良県,和歌山県,鳥取県,島根県,岡山県,広島県,山口県,徳島県,香川県,愛媛県,高知県,福岡県,佐賀県,長崎県,熊本県,大分県,宮崎県,鹿児島県,沖縄県,北海道,青森県,岩手県,宮城県,秋田県,山形県,福島県,茨城県,栃木県,群馬県,埼玉県,千葉県,東京都,神奈川県,新潟県,富山県,石川県,福井県,山梨県,長野県,岐阜県,静岡県,愛知県,三重県
0,2020-12-31,1154,4455,29686,9624,1966,607,111,208,1340,3149,572,196,301,457,654,8774,464,611,1799,667,715,1006,5307,13275,459,382,2137,136,382,924,2418,1405,2278,13968,10826,58840,20675,532,550,1064,353,525,1163,2209,2651,16021,1273
