pref,Positive,Tested,Percent
滋賀県,101,2148.0,4.7
京都府,363,9329.0,3.89
大阪府,1794,36520.0,4.91
兵庫県,699,13665.0,5.12
奈良県,92,3491.0,2.64
和歌山県,63,3874.0,1.63
鳥取県,3,1437.0,0.21
島根県,24,1208.0,1.99
岡山県,25,1853.0,1.35
広島県,168,7548.0,2.23
山口県,37,2021.0,1.83
徳島県,5,834.0,0.6
香川県,28,2460.0,1.14
愛媛県,82,2553.0,3.21
高知県,74,1913.0,3.87
福岡県,830,15245.0,5.44
佐賀県,47,1579.0,2.98
長崎県,17,3074.0,0.55
熊本県,48,4153.0,1.16
大分県,60,4531.0,1.32
宮崎県,17,1504.0,1.13
鹿児島県,11,2384.0,0.46
沖縄県,142,2983.0,4.76
北海道,1184,18301.0,6.47
青森県,27,933.0,2.89
岩手県,0,830.0,0.0
宮城県,88,3372.0,2.61
秋田県,16,975.0,1.64
山形県,69,2491.0,2.77
福島県,82,5874.0,1.4
茨城県,168,5107.0,3.29
栃木県,66,5889.0,1.12
群馬県,151,4514.0,3.35
埼玉県,1025,29050.0,3.53
千葉県,922,16898.0,5.46
東京都,5674,63083.0,8.99
神奈川県,1426,11724.0,12.16
新潟県,83,4686.0,1.77
富山県,227,3766.0,6.03
石川県,299,2857.0,10.47
福井県,122,3132.0,3.9
山梨県,72,5122.0,1.41
長野県,76,3063.0,2.48
岐阜県,155,4518.0,3.43
静岡県,79,3724.0,2.12
愛知県,521,11523.0,4.52
三重県,45,2687.0,1.67
