pref,Positive,Tested,Percent
北海道,1396,27210.0,5.13
青森県,31,1393.0,2.23
岩手県,0,1381.0,0.0
宮城県,147,5617.0,2.62
秋田県,18,1089.0,1.65
山形県,75,2869.0,2.61
福島県,86,9312.0,0.92
茨城県,254,6767.0,3.75
栃木県,167,12568.0,1.33
群馬県,182,7722.0,2.36
埼玉県,2146,62409.0,3.44
千葉県,1522,26690.0,5.7
東京都,11611,170610.0,6.81
神奈川県,2286,17322.0,13.2
新潟県,97,6120.0,1.58
富山県,236,5077.0,4.65
石川県,314,3196.0,9.82
福井県,129,4674.0,2.76
山梨県,88,7040.0,1.25
長野県,98,6331.0,1.55
岐阜県,265,9382.0,2.82
静岡県,200,10472.0,1.91
愛知県,1172,20356.0,5.76
三重県,74,3831.0,1.93
滋賀県,157,4081.0,3.85
京都府,677,16612.0,4.08
大阪府,3430,66171.0,5.18
兵庫県,1026,24011.0,4.27
奈良県,215,7978.0,2.69
和歌山県,134,5819.0,2.3
鳥取県,7,2396.0,0.29
島根県,29,2710.0,1.07
岡山県,66,2708.0,2.44
広島県,269,10937.0,2.46
山口県,51,3736.0,1.37
徳島県,16,1579.0,1.01
香川県,45,4484.0,1.0
愛媛県,89,2889.0,3.08
高知県,80,2202.0,3.63
福岡県,1481,22426.0,6.6
佐賀県,69,2185.0,3.16
長崎県,59,6089.0,0.97
熊本県,114,4607.0,2.47
大分県,62,6312.0,0.98
宮崎県,85,2970.0,2.86
鹿児島県,219,9768.0,2.24
沖縄県,210,6665.0,3.15
