pref,Positive,Tested,Percent
北海道,1277,22118.0,5.77
⻘森県,27,1015.0,2.66
岩手県,0,1009.0,0.0
宮城県,98,4018.0,2.44
秋田県,16,1001.0,1.6
山形県,71,2583.0,2.75
福島県,82,7275.0,1.13
茨城県,186,5531.0,3.36
栃木県,87,8065.0,1.08
群馬県,155,5299.0,2.93
埼玉県,1255,38502.0,3.26
千葉県,1019,19276.0,5.29
東京都,6867,94857.0,7.24
神奈川県,1596,13257.0,12.04
新潟県,85,5098.0,1.67
富山県,228,4090.0,5.57
石川県,300,2934.0,10.22
福井県,122,3528.0,3.46
山梨県,75,5966.0,1.26
⻑野県,77,3380.0,2.28
岐阜県,160,5425.0,2.95
静岡県,86,8040.0,1.07
愛知県,525,13413.0,3.91
三重県,46,2955.0,1.56
滋賀県,103,2527.0,4.08
京都府,401,11061.0,3.63
大阪府,1893,43319.0,4.37
兵庫県,712,15593.0,4.57
奈良県,96,3943.0,2.43
和歌山県,64,4070.0,1.57
鳥取県,4,1816.0,0.22
島根県,24,1260.0,1.9
岡山県,28,1988.0,1.41
広島県,169,7972.0,2.12
山口県,37,2485.0,1.49
徳島県,6,960.0,0.62
香川県,28,2822.0,0.99
愛媛県,82,2638.0,3.11
高知県,74,1998.0,3.7
福岡県,877,16998.0,5.16
佐賀県,47,1668.0,2.82
⻑崎県,18,3367.0,0.53
熊本県,49,4366.0,1.12
大分県,60,5080.0,1.18
宮崎県,18,1609.0,1.12
鹿児島県,107,3726.0,2.87
沖縄県,142,3047.0,4.66
⻑崎船その他その他県,149,,
