pref,Positive,Tested,Percent
北海道,2854,76941.0,3.71
青森県,195,4380.0,4.45
岩手県,27,5222.0,0.52
宮城県,610,13300.0,4.59
秋田県,61,2464.0,2.48
山形県,86,5917.0,1.45
福島県,387,27846.0,1.39
茨城県,744,13674.0,5.44
栃木県,480,41603.0,1.15
群馬県,874,28285.0,3.09
埼玉県,5682,177818.0,3.2
千葉県,4880,121673.0,4.01
東京都,30285,580494.0,5.22
神奈川県,8453,193081.0,4.38
新潟県,182,17489.0,1.04
富山県,422,14373.0,2.94
石川県,800,16493.0,4.85
福井県,256,10927.0,2.34
山梨県,206,11474.0,1.8
⾧野県,334,22491.0,1.49
岐阜県,672,26370.0,2.55
静岡県,605,41601.0,1.45
愛知県,5906,95251.0,6.2
三重県,555,15441.0,3.59
滋賀県,543,13830.0,3.93
京都府,1981,51562.0,3.84
大阪府,12231,227942.0,5.37
兵庫県,3147,66897.0,4.7
奈良県,626,24237.0,2.58
和歌山県,272,10313.0,2.64
鳥取県,37,5679.0,0.65
島根県,141,6154.0,2.29
岡山県,215,10217.0,2.1
広島県,656,27097.0,2.42
山口県,213,11710.0,1.82
徳島県,164,7421.0,2.21
香川県,101,13252.0,0.76
愛媛県,116,4319.0,2.69
高知県,143,3615.0,3.96
福岡県,5189,160141.0,3.24
佐賀県,254,6968.0,3.65
⾧崎県,244,21887.0,1.11
熊本県,774,19110.0,4.05
大分県,159,20342.0,0.78
宮崎県,367,8765.0,4.19
鹿児島県,463,21887.0,2.12
沖縄県,3217,54559.0,5.9
