pref,Positive,Tested,Percent
滋賀県,1101,36649.0,3.0
京都府,4455,90765.0,4.91
大阪府,29077,449377.0,6.47
兵庫県,9324,134198.0,6.95
奈良県,1912,47698.0,4.01
和歌山県,598,16309.0,3.67
鳥取県,95,23602.0,0.4
島根県,205,9344.0,2.19
岡山県,1285,31723.0,4.05
広島県,3010,73605.0,4.09
山口県,537,26760.0,2.01
徳島県,195,15074.0,1.29
香川県,288,23368.0,1.23
愛媛県,431,12200.0,3.53
高知県,634,5782.0,10.97
福岡県,8292,258021.0,3.21
佐賀県,450,14638.0,3.07
長崎県,457,38000.0,1.2
熊本県,1739,34504.0,5.04
大分県,639,40729.0,1.57
宮崎県,715,12454.0,5.74
鹿児島県,966,37656.0,2.57
沖縄県,5220,87774.0,5.95
北海道,13055,231206.0,5.65
青森県,438,9291.0,4.71
岩手県,379,13759.0,2.75
宮城県,2069,24174.0,8.56
秋田県,125,4565.0,2.74
山形県,369,10097.0,3.65
福島県,896,55946.0,1.6
茨城県,2338,18572.0,12.59
栃木県,1266,70920.0,1.79
群馬県,2193,51715.0,4.24
埼玉県,13424,312054.0,4.3
千葉県,10393,222862.0,4.66
東京都,57040,975031.0,5.85
神奈川県,19849,342311.0,5.8
新潟県,505,27279.0,1.85
富山県,542,21742.0,2.49
石川県,1040,29071.0,3.58
福井県,348,18822.0,1.85
山梨県,525,14459.0,3.63
長野県,1129,46746.0,2.42
岐阜県,2068,63198.0,3.27
静岡県,2580,88334.0,2.92
愛知県,15664,199918.0,7.84
三重県,1237,29023.0,4.26
