pref,Positive,Tested,Percent
北海道,6918,125579.0,5.51
青森県,280,6349.0,4.41
岩手県,137,7787.0,1.76
宮城県,1091,17468.0,6.25
秋田県,74,3155.0,2.35
山形県,109,7233.0,1.51
福島県,476,37642.0,1.26
茨城県,1252,15503.0,8.08
栃木県,572,51105.0,1.12
群馬県,1045,34203.0,3.06
埼玉県,7614,217782.0,3.5
千葉県,6388,155169.0,4.12
東京都,37708,707444.0,5.33
神奈川県,11344,234414.0,4.84
新潟県,300,20993.0,1.43
富山県,445,16124.0,2.76
石川県,835,20694.0,4.03
福井県,302,13555.0,2.23
山梨県,298,12801.0,2.33
長野県,606,27741.0,2.18
岐阜県,918,31414.0,2.92
静岡県,1111,51416.0,2.16
愛知県,8675,124749.0,6.95
三重県,721,18271.0,3.95
滋賀県,735,25071.0,2.93
京都府,2409,60062.0,4.01
大阪府,17649,294716.0,5.99
兵庫県,4638,84801.0,5.47
奈良県,989,29663.0,3.33
和歌山県,384,12288.0,3.12
鳥取県,53,15395.0,0.34
島根県,142,6498.0,2.19
岡山県,498,17220.0,2.89
広島県,741,31670.0,2.34
山口県,352,13795.0,2.55
徳島県,179,7742.0,2.31
香川県,131,15828.0,0.83
愛媛県,208,5350.0,3.89
高知県,146,3718.0,3.93
福岡県,5543,189891.0,2.92
佐賀県,293,8850.0,3.31
長崎県,254,25747.0,0.99
熊本県,967,22960.0,4.21
大分県,219,25001.0,0.88
宮崎県,428,8918.0,4.8
鹿児島県,592,25683.0,2.31
沖縄県,3999,67432.0,5.93
