pref,Positive,Tested,Percent
北海道,1712,39570.0,4.33
青森県,33,1894.0,1.74
岩手県,12,2615.0,0.46
宮城県,192,7463.0,2.57
秋田県,45,1687.0,2.67
山形県,77,3075.0,2.5
福島県,128,13162.0,0.97
茨城県,507,10068.0,5.04
栃木県,289,20335.0,1.42
群馬県,384,12076.0,3.18
埼玉県,3592,98861.0,3.63
千葉県,2801,50562.0,5.54
東京都,19428,291053.0,6.68
神奈川県,4459,103553.0,4.31
新潟県,139,11807.0,1.18
富山県,342,7097.0,4.82
石川県,573,6665.0,8.6
福井県,164,6462.0,2.54
山梨県,167,9157.0,1.82
長野県,183,12334.0,1.48
岐阜県,543,16688.0,3.25
静岡県,446,22444.0,1.99
愛知県,4187,47113.0,8.89
三重県,342,8768.0,3.9
滋賀県,401,8023.0,5.0
京都府,1319,28036.0,4.7
大阪府,7901,121086.0,6.53
兵庫県,2129,40388.0,5.27
奈良県,492,12714.0,3.87
和歌山県,227,8328.0,2.73
鳥取県,22,4472.0,0.49
島根県,135,4622.0,2.92
岡山県,141,5880.0,2.4
広島県,451,16987.0,2.65
山口県,114,5786.0,1.97
徳島県,109,4923.0,2.21
香川県,71,7184.0,0.99
愛媛県,114,3696.0,3.08
高知県,109,2763.0,3.94
福岡県,4118,38026.0,10.83
佐賀県,224,4522.0,4.95
長崎県,204,12602.0,1.62
熊本県,471,10146.0,4.64
大分県,140,10958.0,1.28
宮崎県,321,7669.0,4.19
鹿児島県,346,14360.0,2.41
沖縄県,1911,22650.0,8.44
