pref,Positive,Tested,Percent
滋賀県,100,1856.0,5.39
京都府,358,7933.0,4.51
大阪府,1783,31156.0,5.72
兵庫県,699,11128.0,6.28
奈良県,92,2545.0,3.61
和歌山県,63,3701.0,1.7
鳥取県,3,1338.0,0.22
島根県,24,1125.0,2.13
岡山県,25,1705.0,1.47
広島県,167,6907.0,2.42
山口県,37,1701.0,2.18
徳島県,5,741.0,0.67
香川県,28,2187.0,1.28
愛媛県,82,2074.0,3.95
高知県,74,1793.0,4.13
福岡県,746,12634.0,5.9
佐賀県,47,1417.0,3.32
⾧崎県,17,2754.0,0.62
熊本県,48,3924.0,1.22
大分県,60,3988.0,1.5
宮崎県,17,1368.0,1.24
鹿児島県,10,1859.0,0.54
沖縄県,142,2863.0,4.96
北海道,1085,14000.0,7.75
青森県,27,850.0,3.18
岩手県,0,662.0,0.0
宮城県,88,2944.0,2.99
秋田県,16,933.0,1.71
山形県,69,2659.0,2.59
福島県,81,4452.0,1.82
茨城県,168,4628.0,3.63
栃木県,65,3871.0,1.68
群馬県,149,3655.0,4.08
埼玉県,1003,20735.0,4.84
千葉県,909,14688.0,6.19
東京都,5236,15005.0,34.9
神奈川県,1359,9446.0,14.39
新潟県,83,4180.0,1.99
富山県,227,3144.0,7.22
石川県,298,2723.0,10.94
福井県,122,2631.0,4.64
山梨県,64,3877.0,1.65
⾧野県,76,2714.0,2.8
岐阜県,150,3610.0,4.16
静岡県,76,3521.0,2.16
愛知県,507,9970.0,5.09
三重県,45,2505.0,1.8
