pref,Positive,Tested,Percent
滋賀県,474,10783.0,4.4
京都府,1641,37313.0,4.4
大阪府,9803,163589.0,5.99
兵庫県,2502,50737.0,4.93
奈良県,550,18813.0,2.92
和歌山県,236,8950.0,2.64
鳥取県,34,4805.0,0.71
島根県,137,5246.0,2.61
岡山県,147,7511.0,1.96
広島県,474,19137.0,2.48
山口県,194,8534.0,2.27
徳島県,147,6690.0,2.2
香川県,92,9801.0,0.94
愛媛県,114,3955.0,2.88
高知県,137,3335.0,4.11
福岡県,4959,45127.0,10.99
佐賀県,244,5588.0,4.37
長崎県,236,16811.0,1.4
熊本県,570,13039.0,4.37
大分県,158,14944.0,1.06
宮崎県,344,8416.0,4.09
鹿児島県,373,17421.0,2.14
沖縄県,2305,34207.0,6.74
北海道,1892,50527.0,3.74
青森県,35,2247.0,1.56
岩手県,23,3759.0,0.61
宮城県,331,9138.0,3.62
秋田県,51,1892.0,2.7
山形県,78,5011.0,1.56
福島県,217,17695.0,1.23
茨城県,618,11944.0,5.17
栃木県,369,26252.0,1.41
群馬県,591,18160.0,3.25
埼玉県,4349,128883.0,3.37
千葉県,3483,70565.0,4.94
東京都,23437,397811.0,5.89
神奈川県,6112,134316.0,4.55
新潟県,153,14164.0,1.08
富山県,408,11180.0,3.65
石川県,736,11213.0,6.56
福井県,244,9320.0,2.62
山梨県,179,10186.0,1.76
長野県,299,17601.0,1.7
岐阜県,596,20648.0,2.89
静岡県,509,30701.0,1.66
愛知県,4941,64981.0,7.6
三重県,464,11392.0,4.07
