pref,Positive,Tested,Percent
滋賀県,101,2270.0,4.45
京都府,365,9722.0,3.75
大阪府,1809,38259.0,4.73
兵庫県,703,14176.0,4.96
奈良県,92,3760.0,2.45
和歌山県,64,3918.0,1.63
鳥取県,3,1461.0,0.21
島根県,24,1225.0,1.96
岡山県,26,1882.0,1.38
広島県,168,7683.0,2.19
山口県,37,2160.0,1.71
徳島県,5,851.0,0.59
香川県,28,2570.0,1.09
愛媛県,82,2578.0,3.18
高知県,74,1943.0,3.81
福岡県,841,15746.0,5.34
佐賀県,47,1603.0,2.93
長崎県,17,3152.0,0.54
熊本県,49,4203.0,1.17
大分県,60,4691.0,1.28
宮崎県,17,1536.0,1.11
鹿児島県,11,2494.0,0.44
沖縄県,142,3003.0,4.73
北海道,1200,19481.0,6.16
青森県,27,950.0,2.84
岩手県,0,888.0,0.0
宮城県,90,3534.0,2.55
秋田県,16,985.0,1.62
山形県,69,2509.0,2.75
福島県,82,6328.0,1.3
茨城県,170,5192.0,3.27
栃木県,66,6407.0,1.03
群馬県,152,4718.0,3.22
埼玉県,1063,32115.0,3.31
千葉県,933,17416.0,5.36
東京都,5895,71904.0,8.2
神奈川県,1438,12202.0,11.78
新潟県,84,4815.0,1.74
富山県,227,3859.0,5.88
石川県,300,2879.0,10.42
福井県,122,3280.0,3.72
山梨県,72,5401.0,1.33
長野県,77,3166.0,2.43
岐阜県,156,4926.0,3.17
静岡県,80,7108.0,1.13
愛知県,523,12180.0,4.29
三重県,46,2798.0,1.64
