pref,Positive,Tested,Percent
北海道,10982,187131.0,5.87
青森県,371,7999.0,4.64
岩手県,295,10849.0,2.72
宮城県,1462,21379.0,6.84
秋田県,92,3746.0,2.46
山形県,240,9006.0,2.66
福島県,599,44921.0,1.33
茨城県,1973,17774.0,11.1
栃木県,860,61643.0,1.4
群馬県,1612,42655.0,3.78
埼玉県,10297,261321.0,3.94
千葉県,8078,190090.0,4.25
東京都,46745,847224.0,5.52
神奈川県,14822,281819.0,5.26
新潟県,390,24380.0,1.6
富山県,464,18804.0,2.47
石川県,907,24908.0,3.64
福井県,331,16582.0,2.0
山梨県,440,14073.0,3.13
長野県,941,35844.0,2.63
岐阜県,1461,50260.0,2.91
静岡県,2087,67934.0,3.07
愛知県,12319,152984.0,8.05
三重県,1042,24205.0,4.3
滋賀県,857,30905.0,2.77
京都府,3076,73836.0,4.17
大阪府,24621,376794.0,6.53
兵庫県,7091,111465.0,6.36
奈良県,1465,38382.0,3.82
和歌山県,551,14814.0,3.72
鳥取県,67,19468.0,0.34
島根県,165,7659.0,2.15
岡山県,702,24136.0,2.91
広島県,1436,43500.0,3.3
山口県,433,22347.0,1.94
徳島県,187,13839.0,1.35
香川県,199,19231.0,1.03
愛媛県,358,9691.0,3.69
高知県,339,4577.0,7.41
福岡県,6551,223229.0,2.93
佐賀県,378,11599.0,3.26
長崎県,290,29630.0,0.98
熊本県,1210,27774.0,4.36
大分県,508,33687.0,1.51
宮崎県,584,10923.0,5.35
鹿児島県,796,30031.0,2.65
沖縄県,4785,79250.0,6.04
