pref,Positive,Tested,Percent
北海道,302,3473.0,8.7
青森県,22,433.0,5.08
岩手県　,0,181.0,0.0
宮城県,65,992.0,6.55
秋田県,16,666.0,2.4
山形県,45,1118.0,4.03
福島県　,40,786.0,5.09
茨城県,119,2883.0,4.13
栃木県,39,1167.0,3.34
群馬県,107,1866.0,5.73
埼玉県　,479,3635.0,13.18
千葉県　,525,2688.0,19.53
東京都　,2457,6654.0,36.93
神奈川県,614,3476.0,17.66
新潟県,46,1874.0,2.45
富山県,54,1021.0,5.29
石川県,140,826.0,16.95
福井県,100,865.0,11.56
山梨県,39,1295.0,3.01
長野県,36,1159.0,3.11
岐阜県,128,1626.0,7.87
静岡県,47,1790.0,2.63
愛知県,350,4784.0,7.32
三重県,20,1039.0,1.92
滋賀県,52,636.0,8.18
京都府,215,2362.0,9.1
大阪府　,969,3504.0,27.65
兵庫県,423,4640.0,9.12
奈良県,53,676.0,7.84
和歌山県,37,2197.0,1.68
鳥取県,1,446.0,0.22
島根県,13,517.0,2.51
岡山県,16,722.0,2.22
広島県　,67,2334.0,2.87
山口県,28,773.0,3.62
徳島県,3,259.0,1.16
香川県　,20,721.0,2.77
愛媛県,40,680.0,5.88
高知県,62,1007.0,6.16
福岡県,433,5667.0,7.64
佐賀県,17,451.0,3.77
長崎県,15,1221.0,1.23
熊本県,31,2056.0,1.51
大分県,50,2239.0,2.23
宮崎県,17,790.0,2.15
鹿児島県,4,699.0,0.57
沖縄県,86,931.0,9.24
合計　県,8442,81825.0,10.32
