pref,Positive,Tested,Percent
滋賀県,99,1668.0,5.94
京都府,358,7335.0,4.88
大阪府,1780,27552.0,6.46
兵庫県,699,10438.0,6.7
奈良県,91,2754.0,3.3
和歌山県,63,3586.0,1.76
鳥取県,3,1279.0,0.23
島根県,24,1069.0,2.25
岡山県,25,1607.0,1.56
広島県,166,6656.0,2.49
山口県,37,1647.0,2.25
徳島県,5,692.0,0.72
香川県,28,2046.0,1.37
愛媛県,75,1796.0,4.18
高知県,74,1718.0,4.31
福岡県,658,11650.0,5.65
佐賀県,47,1361.0,3.45
⾧崎県,17,2625.0,0.65
熊本県,48,3778.0,1.27
大分県,60,3776.0,1.59
宮崎県,17,1333.0,1.28
鹿児島県,10,1666.0,0.6
沖縄県,142,2795.0,5.08
北海道,1019,11435.0,8.91
青森県,27,812.0,3.33
岩手県,0,568.0,0.0
宮城県,88,2642.0,3.33
秋田県,16,915.0,1.75
山形県,69,2598.0,2.66
福島県,81,3593.0,2.25
茨城県,168,4427.0,3.79
栃木県,64,3087.0,2.07
群馬県,148,3396.0,4.36
埼玉県,997,17759.0,5.61
千葉県,904,13345.0,6.77
東京都,5133,14564.0,35.24
神奈川県,1315,8681.0,15.15
新潟県,83,3902.0,2.13
富山県,227,3037.0,7.47
石川県,292,2558.0,11.42
福井県,122,2402.0,5.08
山梨県,60,3550.0,1.69
⾧野県,76,2524.0,3.01
岐阜県,150,3138.0,4.78
静岡県,74,3355.0,2.21
愛知県,506,9451.0,5.35
三重県,45,2406.0,1.87
