pref,Positive,Tested,Percent
北海道,5285,106601.0,4.96
青森県,278,6157.0,4.52
岩手県,69,6312.0,1.09
宮城県,983,16285.0,6.04
秋田県,73,2695.0,2.71
山形県,97,6999.0,1.39
福島県,435,35161.0,1.24
茨城県,967,14703.0,6.58
栃木県,516,48508.0,1.06
群馬県,956,32842.0,2.91
埼玉県,6821,206881.0,3.3
千葉県,5781,143246.0,4.04
東京都,34751,664117.0,5.23
神奈川県,10155,220848.0,4.6
新潟県,226,19699.0,1.15
富山県,425,15777.0,2.69
石川県,830,19731.0,4.21
福井県,272,12253.0,2.22
山梨県,275,12472.0,2.2
⾧野県,461,25663.0,1.8
岐阜県,809,29309.0,2.76
静岡県,822,48055.0,1.71
愛知県,7599,114475.0,6.64
三重県,620,17127.0,3.62
滋賀県,663,14966.0,4.43
京都府,2222,55975.0,3.97
大阪府,15421,270847.0,5.69
兵庫県,3895,77289.0,5.04
奈良県,844,27245.0,3.1
和歌山県,326,11245.0,2.9
鳥取県,52,6090.0,0.85
島根県,141,6354.0,2.22
岡山県,396,14762.0,2.68
広島県,694,29759.0,2.33
山口県,266,12510.0,2.13
徳島県,171,7659.0,2.23
香川県,114,14905.0,0.76
愛媛県,129,4625.0,2.79
高知県,144,3690.0,3.9
福岡県,5379,179855.0,2.99
佐賀県,278,8048.0,3.45
⾧崎県,249,24603.0,1.01
熊本県,903,21470.0,4.21
大分県,164,23081.0,0.71
宮崎県,373,8829.0,4.22
鹿児島県,554,24653.0,2.25
沖縄県,3741,65248.0,5.73
