pref,Positive,Tested,Percent
滋賀県,454,9392.0,4.83
京都府,1474,32102.0,4.59
大阪府,8752,138267.0,6.33
兵庫県,2297,45186.0,5.08
奈良県,524,12990.0,4.03
和歌山県,231,8665.0,2.67
鳥取県,22,4566.0,0.48
島根県,137,4911.0,2.79
岡山県,145,5880.0,2.47
広島県,459,17843.0,2.57
山口県,175,6976.0,2.51
徳島県,137,6023.0,2.27
香川県,78,8291.0,0.94
愛媛県,114,3828.0,2.98
高知県,129,3115.0,4.14
福岡県,4636,41214.0,11.25
佐賀県,239,5151.0,4.64
長崎県,232,14973.0,1.55
熊本県,528,11621.0,4.54
大分県,150,12804.0,1.17
宮崎県,338,8126.0,4.16
鹿児島県,363,16024.0,2.27
沖縄県,2152,25883.0,8.31
北海道,1797,44770.0,4.01
青森県,35,2063.0,1.7
岩手県,22,3163.0,0.7
宮城県,210,7959.0,2.64
秋田県,49,1797.0,2.73
山形県,78,3115.0,2.5
福島県,168,15127.0,1.11
茨城県,555,10918.0,5.08
栃木県,307,22687.0,1.35
群馬県,451,14847.0,3.04
埼玉県,4013,111359.0,3.6
千葉県,3092,56986.0,5.43
東京都,21128,333714.0,6.33
神奈川県,5096,118302.0,4.31
新潟県,145,12820.0,1.13
富山県,396,9723.0,4.07
石川県,666,8652.0,7.7
福井県,236,8268.0,2.85
山梨県,173,9616.0,1.8
長野県,268,14878.0,1.8
岐阜県,562,18372.0,3.06
静岡県,484,26222.0,1.85
愛知県,4559,55193.0,8.26
三重県,380,9957.0,3.82
