pref,Positive,Tested,Percent
滋賀県,103,2566.0,4.01
京都府,404,11133.0,3.63
大阪府,1905,43972.0,4.33
兵庫県,716,15792.0,4.53
奈良県,98,3943.0,2.49
和歌山県,64,4077.0,1.57
鳥取県,4,1848.0,0.22
島根県,24,1263.0,1.9
岡山県,28,1999.0,1.4
広島県,171,8025.0,2.13
山口県,37,2533.0,1.46
徳島県,9,973.0,0.92
香川県,28,2842.0,0.99
愛媛県,82,2645.0,3.1
高知県,74,1998.0,3.7
福岡県,878,17041.0,5.15
佐賀県,47,1677.0,2.8
長崎県,18,3489.0,0.52
熊本県,49,4381.0,1.12
大分県,60,5131.0,1.17
宮崎県,18,1624.0,1.11
鹿児島県,110,4237.0,2.6
沖縄県,142,3047.0,4.66
北海道,1277,22261.0,5.74
青森県,27,1020.0,2.65
岩手県,0,1026.0,0.0
宮城県,98,4089.0,2.4
秋田県,16,1007.0,1.59
山形県,71,2595.0,2.74
福島県,82,7370.0,1.11
茨城県,187,5561.0,3.36
栃木県,87,8201.0,1.06
群馬県,155,5375.0,2.88
埼玉県,1282,40308.0,3.18
千葉県,1030,19367.0,5.32
東京都,6973,96939.0,7.19
神奈川県,1605,13437.0,11.94
新潟県,85,5137.0,1.65
富山県,228,4132.0,5.52
石川県,300,2937.0,10.21
福井県,122,3558.0,3.43
山梨県,75,6012.0,1.25
長野県,77,3382.0,2.28
岐阜県,163,5519.0,2.95
静岡県,86,8040.0,1.07
愛知県,526,13558.0,3.88
三重県,46,2980.0,1.54
