pref,Positive,Tested,Percent
北海道,1317,24041.0,5.48
青森県,30,1178.0,2.55
岩手県,0,1216.0,0.0
宮城県,112,4798.0,2.33
秋田県,16,1032.0,1.55
山形県,74,2719.0,2.72
福島県,84,8232.0,1.02
茨城県,211,6007.0,3.51
栃木県,107,10106.0,1.06
群馬県,164,6443.0,2.55
埼玉県,1617,48560.0,3.33
千葉県,1223,21977.0,5.56
東京都,8640,130595.0,6.62
神奈川県,1876,20112.0,9.33
新潟県,89,5484.0,1.62
富山県,230,4524.0,5.08
石川県,300,2976.0,10.08
福井県,125,3811.0,3.28
山梨県,76,6387.0,1.19
長野県,81,4972.0,1.63
岐阜県,168,6088.0,2.76
静岡県,99,9373.0,1.06
愛知県,538,14633.0,3.68
三重県,52,3198.0,1.63
滋賀県,108,3131.0,3.45
京都府,477,13115.0,3.64
大阪府,2126,49535.0,4.29
兵庫県,760,17829.0,4.26
奈良県,138,5045.0,2.74
和歌山県,84,4826.0,1.74
鳥取県,5,2172.0,0.23
島根県,25,1405.0,1.78
岡山県,32,2094.0,1.53
広島県,192,8633.0,2.22
山口県,38,2828.0,1.34
徳島県,10,1293.0,0.77
香川県,42,3287.0,1.28
愛媛県,82,2704.0,3.03
高知県,76,2089.0,3.64
福岡県,937,18558.0,5.05
佐賀県,47,1747.0,2.69
長崎県,32,4424.0,0.72
熊本県,49,4508.0,1.09
大分県,60,5589.0,1.07
宮崎県,20,1759.0,1.14
鹿児島県,162,8023.0,2.02
沖縄県,149,3414.0,4.36
