pref,Positive,Tested,Percent
北海道,1014,10770.0,9.42
青森県,27,802.0,3.37
岩手県,0,514.0,0.0
宮城県,88,2575.0,3.42
秋田県,16,910.0,1.76
山形県,69,2562.0,2.69
福島県,81,3170.0,2.56
茨城県,168,4252.0,3.95
栃木県,60,2915.0,2.06
群馬県,147,3308.0,4.44
埼玉県,991,16277.0,6.09
千葉県,900,12955.0,6.95
東京都,5065,14404.0,35.16
神奈川県,1276,8220.0,15.52
新潟県,83,3762.0,2.21
富山県,227,2997.0,7.57
石川県,287,2501.0,11.48
福井県,122,2322.0,5.25
山梨県,57,3337.0,1.71
⾧野県,76,2433.0,3.12
岐阜県,150,3065.0,4.89
静岡県,73,3295.0,2.22
愛知県,506,9176.0,5.51
三重県,45,2360.0,1.91
滋賀県,99,1599.0,6.19
京都府,358,7092.0,5.05
大阪府,1771,25983.0,6.82
兵庫県,700,10127.0,6.91
奈良県,90,2383.0,3.78
和歌山県,63,3540.0,1.78
鳥取県,3,1249.0,0.24
島根県,24,1003.0,2.39
岡山県,25,1560.0,1.6
広島県,166,6457.0,2.57
山口県,37,1621.0,2.28
徳島県,5,673.0,0.74
香川県,28,1988.0,1.41
愛媛県,73,1695.0,4.31
高知県,74,1684.0,4.39
福岡県,658,11497.0,5.72
佐賀県,47,1320.0,3.56
⾧崎県,17,2556.0,0.67
熊本県,48,3741.0,1.28
大分県,60,3692.0,1.63
宮崎県,17,1308.0,1.3
鹿児島県,10,1616.0,0.62
沖縄県,142,2735.0,5.19
