pref,Positive,Tested,Percent
北海道,1984,53764.0,3.69
青森県,35,2296.0,1.52
岩手県,23,3968.0,0.58
宮城県,372,9840.0,3.78
秋田県,53,2072.0,2.56
山形県,78,5062.0,1.54
福島県,228,18556.0,1.23
茨城県,630,12210.0,5.16
栃木県,408,28406.0,1.44
群馬県,684,19242.0,3.55
埼玉県,4474,133413.0,3.35
千葉県,3689,76502.0,4.82
東京都,24453,422165.0,5.79
神奈川県,6452,142882.0,4.52
新潟県,165,14702.0,1.12
富山県,410,11616.0,3.53
石川県,761,11892.0,6.4
福井県,244,9529.0,2.56
山梨県,180,10396.0,1.73
長野県,303,18172.0,1.67
岐阜県,603,21299.0,2.83
静岡県,522,31929.0,1.63
愛知県,5131,69800.0,7.35
三重県,480,11959.0,4.01
滋賀県,481,11287.0,4.26
京都府,1702,40149.0,4.24
大阪府,10205,172384.0,5.92
兵庫県,2615,53368.0,4.9
奈良県,558,19513.0,2.86
和歌山県,238,9083.0,2.62
鳥取県,36,5375.0,0.67
島根県,137,5320.0,2.58
岡山県,148,7861.0,1.88
広島県,487,19769.0,2.46
山口県,195,9065.0,2.15
徳島県,147,6794.0,2.16
香川県,93,10138.0,0.92
愛媛県,114,4002.0,2.85
高知県,137,3405.0,4.02
福岡県,5006,46705.0,10.72
佐賀県,244,5706.0,4.28
長崎県,236,17442.0,1.35
熊本県,571,16092.0,3.55
大分県,158,15659.0,1.01
宮崎県,344,8497.0,4.05
鹿児島県,377,17910.0,2.1
沖縄県,2376,36832.0,6.45
(その他)県,149,0.0,inf
