pref,Positive,Tested,Percent
滋賀県,101,2244.0,4.5
京都府,365,9653.0,3.78
大阪府,1809,37925.0,4.77
兵庫県,702,14018.0,5.01
奈良県,92,3491.0,2.64
和歌山県,64,3904.0,1.64
鳥取県,3,1456.0,0.21
島根県,24,1219.0,1.97
岡山県,25,1870.0,1.34
広島県,168,7657.0,2.19
山口県,37,2129.0,1.74
徳島県,5,848.0,0.59
香川県,28,2522.0,1.11
愛媛県,82,2575.0,3.18
高知県,74,1935.0,3.82
福岡県,838,15619.0,5.37
佐賀県,47,1600.0,2.94
長崎県,17,3136.0,0.54
熊本県,49,4178.0,1.17
大分県,60,4663.0,1.29
宮崎県,17,1525.0,1.11
鹿児島県,11,2494.0,0.44
沖縄県,142,3000.0,4.73
北海道,1199,19327.0,6.2
青森県,27,946.0,2.85
岩手県,0,888.0,0.0
宮城県,90,3509.0,2.56
秋田県,16,984.0,1.63
山形県,69,2505.0,2.75
福島県,82,6249.0,1.31
茨城県,170,5168.0,3.29
栃木県,66,6255.0,1.06
群馬県,151,4628.0,3.26
埼玉県,1054,31321.0,3.37
千葉県,929,17374.0,5.35
東京都,5840,69832.0,8.36
神奈川県,1434,12108.0,11.84
新潟県,84,4799.0,1.75
富山県,227,3847.0,5.9
石川県,300,2873.0,10.44
福井県,122,3244.0,3.76
山梨県,72,5351.0,1.35
長野県,77,3141.0,2.45
岐阜県,156,4859.0,3.21
静岡県,80,7108.0,1.13
愛知県,523,12180.0,4.29
三重県,46,2791.0,1.65
