pref,Positive,Tested,Percent
滋賀県,522,13286.0,3.93
京都府,1907,48126.0,3.96
大阪府,11464,211968.0,5.41
兵庫県,2978,63270.0,4.71
奈良県,613,23057.0,2.66
和歌山県,255,9917.0,2.57
鳥取県,36,5548.0,0.65
島根県,140,6017.0,2.33
岡山県,172,8654.0,1.99
広島県,649,25370.0,2.56
山口県,209,10853.0,1.93
徳島県,158,7162.0,2.21
香川県,98,12344.0,0.79
愛媛県,116,4240.0,2.74
高知県,140,3575.0,3.92
福岡県,5139,150417.0,3.42
佐賀県,252,6495.0,3.88
長崎県,241,20708.0,1.16
熊本県,740,18369.0,4.03
大分県,159,19186.0,0.83
宮崎県,366,8703.0,4.21
鹿児島県,462,21290.0,2.17
沖縄県,2855,46732.0,6.11
北海道,2491,68951.0,3.61
青森県,100,3045.0,3.28
岩手県,26,4874.0,0.53
宮城県,522,12197.0,4.28
秋田県,59,2361.0,2.5
山形県,81,5335.0,1.52
福島県,359,24626.0,1.46
茨城県,725,13174.0,5.5
栃木県,463,34330.0,1.35
群馬県,769,26309.0,2.92
埼玉県,5331,163276.0,3.27
千葉県,4505,110818.0,4.07
東京都,28839,535672.0,5.38
神奈川県,7893,178657.0,4.42
新潟県,180,16836.0,1.07
富山県,423,13903.0,3.04
石川県,793,15311.0,5.18
福井県,254,10331.0,2.46
山梨県,199,11173.0,1.78
長野県,326,20863.0,1.56
岐阜県,642,24976.0,2.57
静岡県,575,39100.0,1.47
愛知県,5636,88536.0,6.37
三重県,549,14646.0,3.75
