pref,Positive,Tested,Percent
滋賀県,104,2735.0,3.8
京都府,420,11599.0,3.62
大阪府,1967,46112.0,4.27
兵庫県,726,16730.0,4.34
奈良県,114,4383.0,2.6
和歌山県,75,4413.0,1.7
鳥取県,4,1935.0,0.21
島根県,24,1284.0,1.87
岡山県,28,2031.0,1.38
広島県,176,8178.0,2.15
山口県,37,2659.0,1.39
徳島県,10,1144.0,0.87
香川県,29,2975.0,0.97
愛媛県,82,2663.0,3.08
高知県,74,2015.0,3.67
福岡県,908,17868.0,5.08
佐賀県,47,1697.0,2.77
⻑崎県,19,3806.0,0.5
熊本県,49,4421.0,1.11
大分県,60,5325.0,1.13
宮崎県,18,1674.0,1.08
鹿児島県,132,6512.0,2.03
沖縄県,148,3097.0,4.78
⻑崎船その他県,149,,
北海道,1289,23073.0,5.59
⻘森県,29,1065.0,2.72
岩手県,0,1099.0,0.0
宮城県,100,4446.0,2.25
秋田県,16,1012.0,1.58
山形県,71,2626.0,2.7
福島県,83,7774.0,1.07
茨城県,196,5714.0,3.43
栃木県,93,9109.0,1.02
群馬県,155,5734.0,2.7
埼玉県,1431,42988.0,3.33
千葉県,1088,20335.0,5.35
東京都,7721,113458.0,6.81
神奈川県,1720,14021.0,12.27
新潟県,87,5285.0,1.65
富山県,230,4225.0,5.44
石川県,300,2958.0,10.14
福井県,122,3673.0,3.32
山梨県,76,6139.0,1.24
⻑野県,77,3472.0,2.22
岐阜県,162,5808.0,2.79
静岡県,92,8602.0,1.07
愛知県,528,13977.0,3.78
三重県,47,3051.0,1.54
