pref,Positive,Tested,Percent
北海道,2032,55324.0,3.67
青森県,35,2348.0,1.49
岩手県,23,4057.0,0.57
宮城県,385,10041.0,3.83
秋田県,53,2094.0,2.53
山形県,78,5098.0,1.53
福島県,242,19374.0,1.25
茨城県,637,12251.0,5.2
栃木県,427,29463.0,1.45
群馬県,698,20052.0,3.48
埼玉県,4547,139050.0,3.27
千葉県,3784,85762.0,4.41
東京都,25113,436860.0,5.75
神奈川県,6679,146306.0,4.57
新潟県,170,15085.0,1.13
富山県,412,11651.0,3.54
石川県,773,12490.0,6.19
福井県,244,9671.0,2.52
山梨県,180,10478.0,1.72
長野県,303,18446.0,1.64
岐阜県,616,22106.0,2.79
静岡県,526,32717.0,1.61
愛知県,5217,73369.0,7.11
三重県,489,12132.0,4.03
滋賀県,490,11544.0,4.24
京都府,1710,40610.0,4.21
大阪府,10399,178425.0,5.83
兵庫県,2636,54556.0,4.83
奈良県,562,19870.0,2.83
和歌山県,238,9220.0,2.58
鳥取県,36,5414.0,0.66
島根県,140,5541.0,2.53
岡山県,152,8110.0,1.87
広島県,506,20198.0,2.51
山口県,196,9386.0,2.09
徳島県,147,6849.0,2.15
香川県,93,10449.0,0.89
愛媛県,114,4037.0,2.82
高知県,137,3436.0,3.99
福岡県,5017,47045.0,10.66
佐賀県,245,5814.0,4.21
長崎県,236,17938.0,1.32
熊本県,572,16276.0,3.51
大分県,158,16413.0,0.96
宮崎県,344,8534.0,4.03
鹿児島県,400,18249.0,2.19
沖縄県,2407,37958.0,6.34
