pref,Positive,Tested,Percent
北海道,10039,171282.0,5.86
青森県,343,7341.0,4.67
岩手県,220,10219.0,2.15
宮城県,1311,20084.0,6.53
秋田県,90,3733.0,2.41
山形県,177,8284.0,2.14
福島県,541,42276.0,1.28
茨城県,1844,17532.0,10.52
栃木県,749,57242.0,1.31
群馬県,1401,39431.0,3.55
埼玉県,9411,249360.0,3.77
千葉県,7519,174527.0,4.31
東京都,44003,807999.0,5.45
神奈川県,13704,271058.0,5.06
新潟県,359,23193.0,1.55
富山県,462,18028.0,2.56
石川県,874,23296.0,3.75
福井県,322,15745.0,2.05
山梨県,422,13750.0,3.07
長野県,823,33920.0,2.43
岐阜県,1260,44187.0,2.85
静岡県,1960,62660.0,3.13
愛知県,11327,143080.0,7.92
三重県,957,22079.0,4.33
滋賀県,826,29471.0,2.8
京都府,2858,70273.0,4.07
大阪府,22735,353214.0,6.44
兵庫県,6440,104516.0,6.16
奈良県,1330,35844.0,3.71
和歌山県,507,14226.0,3.56
鳥取県,65,18380.0,0.35
島根県,158,7158.0,2.21
岡山県,666,20802.0,3.2
広島県,1085,39067.0,2.78
山口県,414,19028.0,2.18
徳島県,185,7934.0,2.33
香川県,164,18221.0,0.9
愛媛県,349,8560.0,4.08
高知県,246,4151.0,5.93
福岡県,6060,211871.0,2.86
佐賀県,341,10620.0,3.21
長崎県,276,28287.0,0.98
熊本県,1094,25208.0,4.34
大分県,408,30204.0,1.35
宮崎県,566,10583.0,5.35
鹿児島県,673,28667.0,2.35
沖縄県,4585,76441.0,6.0
