pref,Positive,Tested,Percent
北海道,11789,203872.0,5.78
青森県,390,8553.0,4.56
岩手県,327,12450.0,2.63
宮城県,1650,22849.0,7.22
秋田県,94,3877.0,2.42
山形県,296,9449.0,3.13
福島県,672,47854.0,1.4
茨城県,2081,18084.0,11.51
栃木県,968,63840.0,1.52
群馬県,1819,45813.0,3.97
埼玉県,11090,274984.0,4.03
千葉県,8659,199218.0,4.35
東京都,49490,885494.0,5.59
神奈川県,16003,307929.0,5.2
新潟県,421,25335.0,1.66
富山県,480,19629.0,2.45
石川県,938,26165.0,3.58
福井県,337,17267.0,1.95
山梨県,463,14234.0,3.25
長野県,1013,40050.0,2.53
岐阜県,1629,54297.0,3.0
静岡県,2299,72162.0,3.19
愛知県,13282,168108.0,7.9
三重県,1115,24205.0,4.61
滋賀県,894,32541.0,2.75
京都府,3475,78701.0,4.42
大阪府,26167,399915.0,6.54
兵庫県,7682,118382.0,6.49
奈良県,1577,41214.0,3.83
和歌山県,570,15528.0,3.67
鳥取県,68,20828.0,0.33
島根県,174,7659.0,2.27
岡山県,885,27231.0,3.25
広島県,1889,51951.0,3.64
山口県,445,24734.0,1.8
徳島県,188,14101.0,1.33
香川県,206,20108.0,1.02
愛媛県,372,9854.0,3.78
高知県,455,5094.0,8.93
福岡県,6890,233615.0,2.95
佐賀県,403,12810.0,3.15
長崎県,345,31700.0,1.09
熊本県,1353,29145.0,4.64
大分県,556,36116.0,1.54
宮崎県,632,11471.0,5.51
鹿児島県,837,33532.0,2.5
沖縄県,4898,81811.0,5.99
