pref,Positive,Tested,Percent
北海道,1195,19059.0,6.27
青森県,27,941.0,2.87
岩手県,0,837.0,0.0
宮城県,89,3474.0,2.56
秋田県,16,979.0,1.63
山形県,69,2503.0,2.76
福島県,82,6091.0,1.35
茨城県,170,5125.0,3.32
栃木県,66,6231.0,1.06
群馬県,151,4617.0,3.27
埼玉県,1038,29958.0,3.46
千葉県,924,17230.0,5.36
東京都,5783,65496.0,8.83
神奈川県,1428,11826.0,12.08
新潟県,84,4711.0,1.78
富山県,227,3787.0,5.99
石川県,299,2869.0,10.42
福井県,122,3211.0,3.8
山梨県,72,5175.0,1.39
長野県,77,3127.0,2.46
岐阜県,156,4749.0,3.28
静岡県,80,6928.0,1.15
愛知県,521,11750.0,4.43
三重県,46,2777.0,1.66
滋賀県,101,2214.0,4.56
京都府,363,9418.0,3.85
大阪府,1806,37550.0,4.81
兵庫県,700,13915.0,5.03
奈良県,92,3491.0,2.64
和歌山県,63,3897.0,1.62
鳥取県,3,1448.0,0.21
島根県,24,1211.0,1.98
岡山県,25,1863.0,1.34
広島県,168,7568.0,2.22
山口県,37,2055.0,1.8
徳島県,5,845.0,0.59
香川県,28,2513.0,1.11
愛媛県,82,2558.0,3.21
高知県,74,1926.0,3.84
福岡県,838,15522.0,5.4
佐賀県,47,1592.0,2.95
長崎県,17,3110.0,0.55
熊本県,48,4164.0,1.15
大分県,60,4592.0,1.31
宮崎県,17,1509.0,1.13
鹿児島県,11,2452.0,0.45
沖縄県,142,2986.0,4.76
