pref,Positive,Tested,Percent
滋賀県,538,13730.0,3.92
京都府,1958,50753.0,3.86
大阪府,12046,224311.0,5.37
兵庫県,3126,66255.0,4.72
奈良県,625,23806.0,2.63
和歌山県,272,10252.0,2.65
鳥取県,35,5582.0,0.63
島根県,140,6123.0,2.29
岡山県,203,10217.0,1.99
広島県,655,26568.0,2.47
山口県,213,11543.0,1.85
徳島県,164,7410.0,2.21
香川県,101,12994.0,0.78
愛媛県,116,4293.0,2.7
高知県,142,3610.0,3.93
福岡県,5179,158020.0,3.28
佐賀県,254,6917.0,3.67
長崎県,242,21632.0,1.12
熊本県,768,19032.0,4.04
大分県,159,20109.0,0.79
宮崎県,366,8741.0,4.19
鹿児島県,463,21698.0,2.13
沖縄県,3165,53366.0,5.93
北海道,2763,75383.0,3.67
青森県,175,4043.0,4.33
岩手県,27,5134.0,0.53
宮城県,572,13206.0,4.33
秋田県,61,2448.0,2.49
山形県,84,5761.0,1.46
福島県,386,27446.0,1.41
茨城県,741,13525.0,5.48
栃木県,477,35148.0,1.36
群馬県,867,27802.0,3.12
埼玉県,5619,174268.0,3.22
千葉県,4811,119909.0,4.01
東京都,30033,567880.0,5.29
神奈川県,8369,187119.0,4.47
新潟県,182,17333.0,1.05
富山県,422,14261.0,2.96
石川県,799,16229.0,4.92
福井県,256,10775.0,2.38
山梨県,203,11373.0,1.78
長野県,330,22077.0,1.49
岐阜県,672,26080.0,2.58
静岡県,588,40885.0,1.44
愛知県,5853,93722.0,6.25
三重県,555,15427.0,3.6
