pref,Positive,Tested,Percent
北海道,1814,46499.0,3.9
青森県,35,2104.0,1.66
岩手県,23,3380.0,0.68
宮城県,231,8173.0,2.83
秋田県,50,1816.0,2.75
山形県,78,3126.0,2.5
福島県,175,15723.0,1.11
茨城県,573,11063.0,5.18
栃木県,309,23646.0,1.31
群馬県,474,15468.0,3.06
埼玉県,4101,114373.0,3.59
千葉県,3188,58879.0,5.41
東京都,21656,348595.0,6.21
神奈川県,5352,120662.0,4.44
新潟県,146,13222.0,1.1
富山県,402,9850.0,4.08
石川県,697,9317.0,7.48
福井県,241,8766.0,2.75
山梨県,174,9693.0,1.8
長野県,286,15833.0,1.81
岐阜県,564,18877.0,2.99
静岡県,487,26858.0,1.81
愛知県,4637,57481.0,8.07
三重県,399,10326.0,3.86
滋賀県,462,9755.0,4.74
京都府,1512,32853.0,4.6
大阪府,8976,144989.0,6.19
兵庫県,2335,46553.0,5.02
奈良県,534,15262.0,3.5
和歌山県,232,8751.0,2.65
鳥取県,22,4580.0,0.48
島根県,137,4973.0,2.75
岡山県,146,7049.0,2.07
広島県,459,18176.0,2.53
山口県,181,7236.0,2.5
徳島県,145,6291.0,2.3
香川県,84,8677.0,0.97
愛媛県,114,3855.0,2.96
高知県,131,3201.0,4.09
福岡県,4782,42849.0,11.16
佐賀県,240,5265.0,4.56
長崎県,234,15430.0,1.52
熊本県,540,12165.0,4.44
大分県,157,13460.0,1.17
宮崎県,338,8161.0,4.14
鹿児島県,370,16322.0,2.27
沖縄県,2220,25134.0,8.83
