pref,Positive,Tested,Percent
滋賀県,324,6648.0,4.87
京都府,1061,23577.0,4.5
大阪府,6547,101308.0,6.46
兵庫県,1776,34579.0,5.14
奈良県,364,11572.0,3.15
和歌山県,190,7222.0,2.63
鳥取県,21,4274.0,0.49
島根県,132,3795.0,3.48
岡山県,123,3738.0,3.29
広島県,430,15725.0,2.73
山口県,82,4914.0,1.67
徳島県,81,3419.0,2.37
香川県,61,6215.0,0.98
愛媛県,109,3379.0,3.23
高知県,83,2443.0,3.4
福岡県,3359,33457.0,10.04
佐賀県,180,3799.0,4.74
⾧崎県,178,10410.0,1.71
熊本県,380,8480.0,4.48
大分県,94,8703.0,1.08
宮崎県,253,6761.0,3.74
鹿児島県,281,12663.0,2.22
沖縄県,1510,16129.0,9.36
北海道,1593,35118.0,4.54
青森県,33,1689.0,1.95
岩手県,8,2176.0,0.37
宮城県,184,7025.0,2.62
秋田県,38,1450.0,2.62
山形県,76,2995.0,2.54
福島県,102,11650.0,0.88
茨城県,443,9203.0,4.81
栃木県,269,17730.0,1.52
群馬県,270,10163.0,2.66
埼玉県,3113,87459.0,3.56
千葉県,2355,43083.0,5.47
東京都,17069,250545.0,6.81
神奈川県,3638,87845.0,4.14
新潟県,129,7786.0,1.66
富山県,301,6591.0,4.57
石川県,425,3934.0,10.8
福井県,154,5799.0,2.66
山梨県,136,8444.0,1.61
⾧野県,145,10585.0,1.37
岐阜県,500,14869.0,3.36
静岡県,398,18540.0,2.15
愛知県,3454,37041.0,9.32
三重県,268,7203.0,3.72
