pref,Positive,Tested,Percent
北海道,10367,175957.0,5.89
青森県,354,7598.0,4.66
岩手県,225,10329.0,2.18
宮城県,1336,20570.0,6.49
秋田県,90,3744.0,2.4
山形県,196,8585.0,2.28
福島県,555,42934.0,1.29
茨城県,1892,17667.0,10.71
栃木県,800,59719.0,1.34
群馬県,1482,40276.0,3.68
埼玉県,9728,254923.0,3.82
千葉県,7692,186561.0,4.12
東京都,44927,824387.0,5.45
神奈川県,14100,275654.0,5.12
新潟県,369,23681.0,1.56
富山県,462,18434.0,2.51
石川県,884,24070.0,3.67
福井県,329,16252.0,2.02
山梨県,431,14021.0,3.07
長野県,863,34907.0,2.47
岐阜県,1336,46517.0,2.87
静岡県,2030,66196.0,3.07
愛知県,11636,143982.0,8.08
三重県,967,22079.0,4.38
滋賀県,842,29940.0,2.81
京都府,2947,71928.0,4.1
大阪府,23420,362323.0,6.46
兵庫県,6692,106995.0,6.25
奈良県,1386,37171.0,3.73
和歌山県,528,14421.0,3.66
鳥取県,66,19097.0,0.35
島根県,158,7158.0,2.21
岡山県,689,20802.0,3.31
広島県,1128,39067.0,2.89
山口県,422,22347.0,1.89
徳島県,187,13592.0,1.38
香川県,191,18712.0,1.02
愛媛県,353,8633.0,4.09
高知県,281,4309.0,6.52
福岡県,6264,216468.0,2.89
佐賀県,354,10900.0,3.25
長崎県,277,28830.0,0.96
熊本県,1133,26916.0,4.21
大分県,439,31686.0,1.39
宮崎県,574,10751.0,5.34
鹿児島県,741,29079.0,2.55
沖縄県,4656,77481.0,6.01
