pref,Positive,Tested,Percent
北海道,1054,12285.0,8.58
青森県,27,824.0,3.28
岩手県,0,604.0,0.0
宮城県,88,2843.0,3.1
秋田県,16,927.0,1.73
山形県,69,2622.0,2.63
福島県,81,3883.0,2.09
茨城県,168,4534.0,3.71
栃木県,65,3465.0,1.88
群馬県,149,3462.0,4.3
埼玉県,999,18686.0,5.35
千葉県,904,13978.0,6.47
東京都,5160,14850.0,34.75
神奈川県,1333,8984.0,14.84
新潟県,83,4030.0,2.06
富山県,227,3101.0,7.32
石川県,295,2624.0,11.24
福井県,122,2476.0,4.93
山梨県,60,3720.0,1.61
⾧野県,76,2605.0,2.92
岐阜県,150,3387.0,4.43
静岡県,75,3423.0,2.19
愛知県,507,9726.0,5.21
三重県,45,2460.0,1.83
滋賀県,100,1721.0,5.81
京都府,358,7640.0,4.69
大阪府,1781,29006.0,6.14
兵庫県,699,10720.0,6.52
奈良県,91,2754.0,3.3
和歌山県,63,3630.0,1.74
鳥取県,3,1303.0,0.23
島根県,24,1084.0,2.21
岡山県,25,1646.0,1.52
広島県,167,6779.0,2.46
山口県,37,1657.0,2.23
徳島県,5,708.0,0.71
香川県,28,2099.0,1.33
愛媛県,81,1915.0,4.23
高知県,74,1749.0,4.23
福岡県,666,11849.0,5.62
佐賀県,47,1377.0,3.41
⾧崎県,17,2675.0,0.64
熊本県,48,3851.0,1.25
大分県,60,3847.0,1.56
宮崎県,17,1351.0,1.26
鹿児島県,10,1713.0,0.58
沖縄県,142,2826.0,5.02
