pref,Positive,Tested,Percent
北海道,148,1322.0,11.2
青森県,0,70.0,0.0
岩手県,0,22.0,0.0
宮城県,1,109.0,0.92
秋田県,2,94.0,2.13
山形県,0,110.0,0.0
福島県,2,107.0,1.87
茨城県,0,389.0,0.0
栃木県,2,201.0,1.0
群馬県,5,115.0,4.35
埼玉県,28,,
千葉県,31,817.0,3.79
東京都,96,,
神奈川県,54,,
新潟県,14,,
富山県,0,49.0,0.0
石川県,7,146.0,4.79
福井県,0,74.0,0.0
山梨県,2,267.0,0.75
長野県,4,255.0,1.57
岐阜県,2,227.0,0.88
静岡県,3,,
愛知県,121,1103.0,10.97
三重県,8,198.0,4.04
滋賀県,2,99.0,2.02
京都府,17,628.0,2.71
大阪府,107,,
兵庫県,62,581.0,10.67
奈良県,8,131.0,6.11
和歌山県,15,1008.0,1.49
鳥取県,0,93.0,0.0
島根県,0,80.0,0.0
岡山県,0,,
広島県,1,423.0,0.24
山口県,3,128.0,2.34
徳島県,1,70.0,1.43
香川県,0,98.0,0.0
愛媛県,2,161.0,1.24
高知県,12,229.0,5.24
福岡県,3,522.0,0.57
佐賀県,1,52.0,1.92
長崎県,1,150.0,0.67
熊本県,6,,
大分県,1,148.0,0.68
宮崎県,1,113.0,0.88
鹿児島県,0,,
沖縄県,3,198.0,1.52
