pref,Positive,Tested,Percent
滋賀県,97,1490.0,6.51
京都府,356,5961.0,5.97
大阪府,1750,17885.0,9.78
兵庫県,694,9483.0,7.32
奈良県,90,2383.0,3.78
和歌山県,63,3424.0,1.84
鳥取県,3,1198.0,0.25
島根県,24,944.0,2.54
岡山県,25,1434.0,1.74
広島県,165,6181.0,2.67
山口県,37,1557.0,2.38
徳島県,5,635.0,0.79
香川県,28,1894.0,1.48
愛媛県,51,1305.0,3.91
高知県,74,1604.0,4.61
福岡県,656,11967.0,5.48
佐賀県,46,1281.0,3.59
長崎県,17,2430.0,0.7
熊本県,48,3592.0,1.34
大分県,60,3590.0,1.67
宮崎県,17,1268.0,1.34
鹿児島県,11,1516.0,0.73
沖縄県,142,2608.0,5.44
北海道,979,9406.0,10.41
青森県,27,776.0,3.48
岩手県,0,439.0,0.0
宮城県,88,2371.0,3.71
秋田県,16,898.0,1.78
山形県,69,2514.0,2.74
福島県,81,2708.0,2.99
茨城県,168,4060.0,4.14
栃木県,57,2642.0,2.16
群馬県,147,3152.0,4.66
埼玉県,973,14266.0,6.82
千葉県,888,16804.0,5.28
東京都,4997,13712.0,36.44
神奈川県,1203,2992.0,40.21
新潟県,82,3570.0,2.3
富山県,222,2891.0,7.68
石川県,284,2390.0,11.88
福井県,122,2178.0,5.6
山梨県,57,3108.0,1.83
長野県,76,2247.0,3.38
岐阜県,150,3578.0,4.19
静岡県,73,3206.0,2.28
愛知県,496,8492.0,5.84
三重県,45,2163.0,2.08
