pref,Positive,Tested,Percent
北海道,1276,21946.0,5.81
⻘森県,27,1002.0,2.69
岩手県,0,1005.0,0.0
宮城県,98,3995.0,2.45
秋田県,16,999.0,1.6
山形県,70,2573.0,2.72
福島県,82,7227.0,1.13
茨城県,183,5417.0,3.38
栃木県,87,7948.0,1.09
群馬県,155,5288.0,2.93
埼玉県,1239,37659.0,3.29
千葉県,1010,19089.0,5.29
東京都,6765,91377.0,7.4
神奈川県,1585,12898.0,12.29
新潟県,84,5054.0,1.66
富山県,228,4009.0,5.69
石川県,300,2932.0,10.23
福井県,122,3526.0,3.46
山梨県,75,5815.0,1.29
⻑野県,77,3367.0,2.29
岐阜県,160,5421.0,2.95
静岡県,86,7829.0,1.1
愛知県,525,13199.0,3.98
三重県,46,2951.0,1.56
滋賀県,103,2527.0,4.08
京都府,386,10600.0,3.64
大阪府,1885,43039.0,4.38
兵庫県,710,15461.0,4.59
奈良県,95,3943.0,2.41
和歌山県,64,4066.0,1.57
鳥取県,4,1753.0,0.23
島根県,24,1257.0,1.91
岡山県,28,1983.0,1.41
広島県,169,7907.0,2.14
山口県,37,2450.0,1.51
徳島県,6,955.0,0.63
香川県,28,2822.0,0.99
愛媛県,82,2629.0,3.12
高知県,74,1996.0,3.71
福岡県,868,16998.0,5.11
佐賀県,47,1666.0,2.82
⻑崎県,17,3366.0,0.51
熊本県,49,4325.0,1.13
大分県,60,5041.0,1.19
宮崎県,17,1589.0,1.07
鹿児島県,85,2784.0,3.05
沖縄県,142,3037.0,4.68
⻑崎船その他県,149,,
