pref,Positive,Tested,Percent
滋賀県,99,1582.0,6.26
京都府,358,6285.0,5.7
大阪府,1768,18932.0,9.34
兵庫県,698,9932.0,7.03
奈良県,90,2383.0,3.78
和歌山県,63,3504.0,1.8
鳥取県,3,1237.0,0.24
島根県,24,979.0,2.45
岡山県,25,1536.0,1.63
広島県,165,6320.0,2.61
山口県,37,1598.0,2.32
徳島県,5,663.0,0.75
香川県,28,1962.0,1.43
愛媛県,70,1441.0,4.86
高知県,74,1624.0,4.56
福岡県,657,12485.0,5.26
佐賀県,47,1310.0,3.59
長崎県,17,2535.0,0.67
熊本県,48,3656.0,1.31
大分県,60,3668.0,1.64
宮崎県,17,1290.0,1.32
鹿児島県,10,1599.0,0.63
沖縄県,142,2693.0,5.27
北海道,999,10183.0,9.81
青森県,27,800.0,3.38
岩手県,0,465.0,0.0
宮城県,88,2511.0,3.5
秋田県,16,905.0,1.77
山形県,69,2552.0,2.7
福島県,81,3047.0,2.66
茨城県,168,4202.0,4.0
栃木県,60,2844.0,2.11
群馬県,147,3268.0,4.5
埼玉県,984,15430.0,6.38
千葉県,898,12529.0,7.17
東京都,5050,14010.0,36.05
神奈川県,1251,9756.0,12.82
新潟県,83,3710.0,2.24
富山県,225,2915.0,7.72
石川県,286,2448.0,11.68
福井県,122,2297.0,5.31
山梨県,57,3205.0,1.78
長野県,76,2324.0,3.27
岐阜県,150,3039.0,4.94
静岡県,73,3282.0,2.22
愛知県,503,8896.0,5.65
三重県,45,2335.0,1.93
