pref,Positive,Tested,Percent
北海道,2267,61798.0,3.67
青森県,37,2585.0,1.43
岩手県,24,4518.0,0.53
宮城県,453,11139.0,4.07
秋田県,58,2304.0,2.52
山形県,79,5253.0,1.5
福島県,287,21931.0,1.31
茨城県,698,12846.0,5.43
栃木県,443,32855.0,1.35
群馬県,741,24187.0,3.06
埼玉県,4923,151207.0,3.26
千葉県,4193,103301.0,4.06
東京都,27117,495064.0,5.48
神奈川県,7331,164983.0,4.44
新潟県,176,16062.0,1.1
富山県,422,13147.0,3.21
石川県,778,14054.0,5.54
福井県,248,10019.0,2.48
山梨県,196,10928.0,1.79
長野県,317,19906.0,1.59
岐阜県,631,23881.0,2.64
静岡県,565,36984.0,1.53
愛知県,5478,82828.0,6.61
三重県,535,13783.0,3.88
滋賀県,510,12593.0,4.05
京都府,1800,45125.0,3.99
大阪府,10999,197287.0,5.58
兵庫県,2838,59555.0,4.77
奈良県,587,21824.0,2.69
和歌山県,243,9550.0,2.54
鳥取県,36,5510.0,0.65
島根県,140,5896.0,2.37
岡山県,162,8654.0,1.87
広島県,615,21723.0,2.83
山口県,207,10311.0,2.01
徳島県,149,7054.0,2.11
香川県,93,11368.0,0.82
愛媛県,115,4167.0,2.76
高知県,138,3524.0,3.92
福岡県,5069,141044.0,3.59
佐賀県,248,6243.0,3.97
長崎県,238,19543.0,1.22
熊本県,642,17067.0,3.76
大分県,158,17842.0,0.89
宮崎県,344,8654.0,3.98
鹿児島県,447,20098.0,2.22
沖縄県,2682,42581.0,6.3
