pref,Positive,Tested,Percent
北海道,954,8945.0,10.67
青森県,27,760.0,3.55
岩手県,0,418.0,0.0
宮城県,88,2297.0,3.83
秋田県,16,887.0,1.8
山形県,69,2456.0,2.81
福島県,81,2454.0,3.3
茨城県,168,3957.0,4.25
栃木県,56,2535.0,2.21
群馬県,147,3064.0,4.8
埼玉県,969,12884.0,7.52
千葉県,883,12793.0,6.9
東京都,4883,13124.0,37.21
神奈川県,1178,2057.0,57.27
新潟県,82,3402.0,2.41
富山県,221,2849.0,7.76
石川県,280,2276.0,12.3
福井県,122,2097.0,5.82
山梨県,56,2981.0,1.88
長野県,75,2199.0,3.41
岐阜県,150,3490.0,4.3
静岡県,73,3116.0,2.34
愛知県,494,8437.0,5.86
三重県,45,2179.0,2.07
滋賀県,97,1462.0,6.63
京都府,352,5613.0,6.27
大阪府,1744,22011.0,7.92
兵庫県,693,9179.0,7.55
奈良県,90,2035.0,4.42
和歌山県,62,3369.0,1.84
鳥取県,3,1167.0,0.26
島根県,24,911.0,2.63
岡山県,24,1377.0,1.74
広島県,165,6002.0,2.75
山口県,37,1528.0,2.42
徳島県,5,611.0,0.82
香川県,28,1852.0,1.51
愛媛県,48,1276.0,3.76
高知県,74,1584.0,4.67
福岡県,654,10535.0,6.21
佐賀県,45,1235.0,3.64
長崎県,17,2361.0,0.72
熊本県,48,3492.0,1.37
大分県,60,3499.0,1.71
宮崎県,17,1243.0,1.37
鹿児島県,11,1513.0,0.73
沖縄県,142,2511.0,5.66
