pref,Positive,Tested,Percent
滋賀県,1,91.0,1.1
京都府,17,544.0,3.12
大阪府,90,,
兵庫県,43,540.0,7.96
奈良県,8,113.0,7.08
和歌山県,14,996.0,1.41
鳥取県,0,86.0,0.0
島根県,0,76.0,0.0
岡山県,0,141.0,0.0
広島県,1,376.0,0.27
山口県,3,122.0,2.46
徳島県,1,67.0,1.49
香川県,0,91.0,0.0
愛媛県,2,153.0,1.31
高知県,12,221.0,5.43
福岡県,3,509.0,0.59
佐賀県,0,50.0,0.0
長崎県,0,140.0,0.0
熊本県,6,,
大分県,1,138.0,0.72
宮崎県,1,97.0,1.03
鹿児島県,0,,
沖縄県,3,196.0,1.53
北海道,128,1250.0,10.24
青森県,0,66.0,0.0
岩手県,0,22.0,0.0
宮城県,1,100.0,1.0
秋田県,2,92.0,2.17
山形県,0,103.0,0.0
福島県,1,100.0,1.0
茨城県,0,342.0,0.0
栃木県,2,193.0,1.04
群馬県,1,103.0,0.97
埼玉県,18,440.0,4.09
千葉県,27,596.0,4.53
東京都,81,,
神奈川県,43,,
新潟県,14,,
富山県,0,47.0,0.0
石川県,7,144.0,4.86
福井県,0,73.0,0.0
山梨県,2,251.0,0.8
長野県,3,245.0,1.22
岐阜県,2,205.0,0.98
静岡県,3,,
愛知県,111,1009.0,11.0
三重県,7,181.0,3.87
