pref,Positive,Tested,Percent
滋賀県,104,2677.0,3.88
京都府,420,11599.0,3.62
大阪府,1945,45469.0,4.28
兵庫県,722,16552.0,4.36
奈良県,107,4383.0,2.44
和歌山県,71,4318.0,1.64
鳥取県,4,1935.0,0.21
島根県,24,1281.0,1.87
岡山県,28,2031.0,1.38
広島県,173,8178.0,2.12
山口県,37,2616.0,1.41
徳島県,10,1104.0,0.91
香川県,28,2952.0,0.95
愛媛県,82,2663.0,3.08
高知県,74,2014.0,3.67
福岡県,902,17729.0,5.09
佐賀県,47,1690.0,2.78
長崎県,19,3725.0,0.51
熊本県,49,4421.0,1.11
大分県,60,5313.0,1.13
宮崎県,18,1674.0,1.08
鹿児島県,124,6048.0,2.05
沖縄県,145,3097.0,4.68
北海道,1283,22763.0,5.64
青森県,28,1055.0,2.65
岩手県,0,1099.0,0.0
宮城県,100,4410.0,2.27
秋田県,16,1012.0,1.58
山形県,71,2621.0,2.71
福島県,83,7698.0,1.08
茨城県,196,5714.0,3.43
栃木県,90,8866.0,1.02
群馬県,155,5690.0,2.72
埼玉県,1396,42723.0,3.27
千葉県,1074,20087.0,5.35
東京都,7515,111462.0,6.74
神奈川県,1685,14021.0,12.02
新潟県,86,5253.0,1.64
富山県,230,4225.0,5.44
石川県,300,2956.0,10.15
福井県,122,3638.0,3.35
山梨県,76,6139.0,1.24
長野県,77,3454.0,2.23
岐阜県,162,5747.0,2.82
静岡県,92,8602.0,1.07
愛知県,528,13813.0,3.82
三重県,46,3021.0,1.52
