pref,Positive,Tested,Percent
北海道,945,8676.0,10.89
青森県,27,749.0,3.6
岩手県,0,417.0,0.0
宮城県,88,2183.0,4.03
秋田県,16,861.0,1.86
山形県,69,2449.0,2.82
福島県,81,2395.0,3.38
茨城県,168,3826.0,4.39
栃木県,56,2497.0,2.24
群馬県,147,3056.0,4.81
埼玉県,967,11917.0,8.11
千葉県,880,12290.0,7.16
東京都,4868,13124.0,37.09
神奈川県,1171,1610.0,72.73
新潟県,82,3396.0,2.41
富山県,216,2709.0,7.97
石川県,278,2237.0,12.43
福井県,122,2082.0,5.86
山梨県,56,2806.0,2.0
長野県,74,2054.0,3.6
岐阜県,150,3482.0,4.31
静岡県,73,3102.0,2.35
愛知県,494,8133.0,6.07
三重県,45,2154.0,2.09
滋賀県,97,1456.0,6.66
京都府,347,5267.0,6.59
大阪府,1743,21629.0,8.06
兵庫県,688,9091.0,7.57
奈良県,90,2035.0,4.42
和歌山県,62,3364.0,1.84
鳥取県,3,1167.0,0.26
島根県,24,904.0,2.65
岡山県,24,1372.0,1.75
広島県,165,5746.0,2.87
山口県,37,1528.0,2.42
徳島県,5,597.0,0.84
香川県,28,1841.0,1.52
愛媛県,48,1238.0,3.88
高知県,74,1583.0,4.67
福岡県,654,10535.0,6.21
佐賀県,45,1226.0,3.67
長崎県,17,2345.0,0.72
熊本県,48,3415.0,1.41
大分県,60,3482.0,1.72
宮崎県,17,1213.0,1.4
鹿児島県,11,1500.0,0.73
沖縄県,142,2483.0,5.72
