pref,Positive,Tested,Percent
北海道,8869,151817.0,5.84
青森県,299,6771.0,4.42
岩手県,204,9575.0,2.13
宮城県,1211,18905.0,6.41
秋田県,90,3674.0,2.45
山形県,138,7609.0,1.81
福島県,501,40155.0,1.25
茨城県,1611,16949.0,9.5
栃木県,664,54964.0,1.21
群馬県,1239,35606.0,3.48
埼玉県,8531,238047.0,3.58
千葉県,7082,164934.0,4.29
東京都,41311,767241.0,5.38
神奈川県,12716,256331.0,4.96
新潟県,336,22350.0,1.5
富山県,459,17308.0,2.65
石川県,859,22322.0,3.85
福井県,319,15146.0,2.11
山梨県,344,13574.0,2.53
⾧野県,736,31976.0,2.3
岐阜県,1093,40312.0,2.71
静岡県,1674,58661.0,2.85
愛知県,10112,143080.0,7.07
三重県,865,19848.0,4.36
滋賀県,793,27906.0,2.84
京都府,2671,66502.0,4.02
大阪府,20591,328242.0,6.27
兵庫県,5626,96781.0,5.81
奈良県,1157,33415.0,3.46
和歌山県,462,13594.0,3.4
鳥取県,58,16572.0,0.35
島根県,148,6772.0,2.19
岡山県,609,19205.0,3.17
広島県,856,35884.0,2.39
山口県,391,17013.0,2.3
徳島県,181,7830.0,2.31
香川県,147,17282.0,0.85
愛媛県,320,7211.0,4.44
高知県,157,3770.0,4.16
福岡県,5860,202317.0,2.9
佐賀県,319,9795.0,3.26
⾧崎県,271,27249.0,0.99
熊本県,1021,24059.0,4.24
大分県,309,27917.0,1.11
宮崎県,513,9821.0,5.22
鹿児島県,612,27621.0,2.22
沖縄県,4353,73253.0,5.94
