pref,Positive,Tested,Percent
滋賀県,101,2353.0,4.29
京都府,379,10146.0,3.74
大阪府,1816,39970.0,4.54
兵庫県,705,14857.0,4.75
奈良県,92,3760.0,2.45
和歌山県,64,3987.0,1.61
鳥取県,3,1485.0,0.2
島根県,24,1245.0,1.93
岡山県,26,1935.0,1.34
広島県,168,7824.0,2.15
山口県,37,2306.0,1.6
徳島県,6,908.0,0.66
香川県,28,2698.0,1.04
愛媛県,82,2613.0,3.14
高知県,74,1971.0,3.75
福岡県,846,16455.0,5.14
佐賀県,47,1625.0,2.89
⾧崎県,17,3236.0,0.53
熊本県,49,4273.0,1.15
大分県,60,4883.0,1.23
宮崎県,17,1567.0,1.08
鹿児島県,11,2587.0,0.43
沖縄県,142,3019.0,4.7
北海道,1250,20719.0,6.03
青森県,27,981.0,2.75
岩手県,0,942.0,0.0
宮城県,94,3751.0,2.51
秋田県,16,994.0,1.61
山形県,69,2541.0,2.72
福島県,82,6793.0,1.21
茨城県,174,5283.0,3.29
栃木県,76,7113.0,1.07
群馬県,153,5045.0,3.03
埼玉県,1132,34582.0,3.27
千葉県,960,18287.0,5.25
東京都,6225,82706.0,7.53
神奈川県,1502,12551.0,11.97
新潟県,84,4936.0,1.7
富山県,227,3923.0,5.79
石川県,300,2905.0,10.33
福井県,122,3397.0,3.59
山梨県,74,5655.0,1.31
⾧野県,77,3270.0,2.35
岐阜県,156,5223.0,2.99
静岡県,81,7551.0,1.07
愛知県,524,12620.0,4.15
三重県,46,2876.0,1.6
