pref,Positive,Tested,Percent
滋賀県,511,12692.0,4.03
京都府,1809,45380.0,3.99
大阪府,11057,199072.0,5.55
兵庫県,2865,60098.0,4.77
奈良県,595,21963.0,2.71
和歌山県,249,9647.0,2.58
鳥取県,36,5517.0,0.65
島根県,140,5907.0,2.37
岡山県,163,8654.0,1.88
広島県,620,22098.0,2.81
山口県,208,10465.0,1.99
徳島県,149,7069.0,2.11
香川県,93,11409.0,0.82
愛媛県,115,4175.0,2.75
高知県,138,3528.0,3.91
福岡県,5077,142188.0,3.57
佐賀県,248,6267.0,3.96
長崎県,239,19716.0,1.21
熊本県,652,17242.0,3.78
大分県,158,17988.0,0.88
宮崎県,344,8656.0,3.97
鹿児島県,447,20254.0,2.21
沖縄県,2710,43113.0,6.29
北海道,2296,62719.0,3.66
青森県,37,2590.0,1.43
岩手県,24,4599.0,0.52
宮城県,461,11240.0,4.1
秋田県,58,2309.0,2.51
山形県,81,5276.0,1.54
福島県,295,22225.0,1.33
茨城県,700,12878.0,5.44
栃木県,443,33095.0,1.34
群馬県,747,24420.0,3.06
埼玉県,4951,152490.0,3.25
千葉県,4232,104100.0,4.07
東京都,27320,500147.0,5.46
神奈川県,7408,167935.0,4.41
新潟県,176,16176.0,1.09
富山県,422,13250.0,3.18
石川県,780,14182.0,5.5
福井県,249,10074.0,2.47
山梨県,196,10962.0,1.79
長野県,318,20010.0,1.59
岐阜県,632,24022.0,2.63
静岡県,565,37352.0,1.51
愛知県,5493,83343.0,6.59
三重県,535,13981.0,3.83
