pref,Positive,Tested,Percent
滋賀県,747,25764.0,2.9
京都府,2508,61907.0,4.05
大阪府,18140,298441.0,6.08
兵庫県,4852,86664.0,5.6
奈良県,1026,30816.0,3.33
和歌山県,403,12562.0,3.21
鳥取県,54,15678.0,0.34
島根県,142,6498.0,2.19
岡山県,515,17220.0,2.99
広島県,762,32679.0,2.33
山口県,356,13795.0,2.58
徳島県,179,7753.0,2.31
香川県,132,16011.0,0.82
愛媛県,251,5657.0,4.44
高知県,148,3736.0,3.96
福岡県,5552,190922.0,2.91
佐賀県,297,8987.0,3.3
⾧崎県,262,25842.0,1.01
熊本県,974,23109.0,4.21
大分県,228,25092.0,0.91
宮崎県,439,9200.0,4.77
鹿児島県,592,26482.0,2.24
沖縄県,4031,68472.0,5.89
北海道,7369,130771.0,5.64
青森県,281,6408.0,4.39
岩手県,155,8148.0,1.9
宮城県,1116,18148.0,6.15
秋田県,75,3447.0,2.18
山形県,109,7282.0,1.5
福島県,479,38113.0,1.26
茨城県,1310,15503.0,8.45
栃木県,584,51535.0,1.13
群馬県,1069,34433.0,3.1
埼玉県,7745,222779.0,3.48
千葉県,6489,157252.0,4.13
東京都,38197,720173.0,5.3
神奈川県,11480,239610.0,4.79
新潟県,316,21341.0,1.48
富山県,446,16271.0,2.74
石川県,836,20734.0,4.03
福井県,304,13667.0,2.22
山梨県,327,13174.0,2.48
⾧野県,629,28896.0,2.18
岐阜県,939,31654.0,2.97
静岡県,1294,52936.0,2.44
愛知県,8914,126390.0,7.05
三重県,737,18271.0,4.03
