pref,Positive,Tested,Percent
北海道,8022,139729.0,5.74
青森県,287,6569.0,4.37
岩手県,179,8810.0,2.03
宮城県,1168,18491.0,6.32
秋田県,89,3500.0,2.54
山形県,116,7409.0,1.57
福島県,490,39101.0,1.25
茨城県,1442,16407.0,8.79
栃木県,607,52980.0,1.15
群馬県,1148,35312.0,3.25
埼玉県,8104,230484.0,3.52
千葉県,6751,160899.0,4.2
東京都,39649,743888.0,5.33
神奈川県,12112,249352.0,4.86
新潟県,326,21992.0,1.48
富山県,453,16966.0,2.67
石川県,846,21523.0,3.93
福井県,312,14493.0,2.15
山梨県,336,13459.0,2.5
長野県,670,30587.0,2.19
岐阜県,1014,32891.0,3.08
静岡県,1447,55546.0,2.61
愛知県,9398,135512.0,6.94
三重県,797,19848.0,4.02
滋賀県,773,27121.0,2.85
京都府,2585,64192.0,4.03
大阪府,19167,313767.0,6.11
兵庫県,5211,91975.0,5.67
奈良県,1087,31912.0,3.41
和歌山県,428,12996.0,3.29
鳥取県,58,16298.0,0.36
島根県,145,6772.0,2.14
岡山県,568,19205.0,2.96
広島県,785,34211.0,2.29
山口県,372,17013.0,2.19
徳島県,181,7779.0,2.33
香川県,135,16584.0,0.81
愛媛県,296,6776.0,4.37
高知県,149,3747.0,3.98
福岡県,5644,196941.0,2.87
佐賀県,300,9506.0,3.16
長崎県,265,26604.0,1.0
熊本県,999,23481.0,4.25
大分県,255,26669.0,0.96
宮崎県,477,9431.0,5.06
鹿児島県,607,27152.0,2.24
沖縄県,4169,71380.0,5.84
