pref,Positive,Tested,Percent
北海道,1006,10485.0,9.59
青森県,27,800.0,3.38
岩手県,0,465.0,0.0
宮城県,88,2511.0,3.5
秋田県,16,905.0,1.77
山形県,69,2560.0,2.7
福島県,81,2827.0,2.87
茨城県,168,4202.0,4.0
栃木県,60,2888.0,2.08
群馬県,147,3284.0,4.48
埼玉県,988,15507.0,6.37
千葉県,898,12773.0,7.03
東京都,5055,14010.0,36.08
神奈川県,1251,7931.0,15.77
新潟県,83,3710.0,2.24
富山県,225,2935.0,7.67
石川県,287,2448.0,11.72
福井県,122,2297.0,5.31
山梨県,57,3205.0,1.78
⾧野県,76,2324.0,3.27
岐阜県,150,3059.0,4.9
静岡県,73,3290.0,2.22
愛知県,504,8963.0,5.62
三重県,45,2347.0,1.92
滋賀県,99,1596.0,6.2
京都府,358,6285.0,5.7
大阪府,1768,25638.0,6.9
兵庫県,699,10062.0,6.95
奈良県,90,2383.0,3.78
和歌山県,63,3529.0,1.79
鳥取県,3,1247.0,0.24
島根県,24,993.0,2.42
岡山県,25,1555.0,1.61
広島県,165,6320.0,2.61
山口県,37,1598.0,2.32
徳島県,5,669.0,0.75
香川県,28,1983.0,1.41
愛媛県,71,1600.0,4.44
高知県,74,1681.0,4.4
福岡県,657,11443.0,5.74
佐賀県,47,1317.0,3.57
⾧崎県,17,2552.0,0.67
熊本県,48,3725.0,1.29
大分県,60,3677.0,1.63
宮崎県,17,1290.0,1.32
鹿児島県,10,1616.0,0.62
沖縄県,142,2724.0,5.21
