pref,Positive,Tested,Percent
北海道,2007,54736.0,3.67
青森県,35,2348.0,1.49
岩手県,23,4057.0,0.57
宮城県,383,9966.0,3.84
秋田県,53,2094.0,2.53
山形県,78,5094.0,1.53
福島県,242,19149.0,1.26
茨城県,632,12251.0,5.16
栃木県,426,29076.0,1.47
群馬県,696,20009.0,3.48
埼玉県,4522,138988.0,3.25
千葉県,3746,85235.0,4.39
東京都,24843,433070.0,5.74
神奈川県,6588,146306.0,4.5
新潟県,168,15002.0,1.12
富山県,410,11651.0,3.52
石川県,771,12314.0,6.26
福井県,244,9620.0,2.54
山梨県,180,10478.0,1.72
長野県,303,18446.0,1.64
岐阜県,611,21921.0,2.79
静岡県,526,32717.0,1.61
愛知県,5179,72538.0,7.14
三重県,484,12132.0,3.99
滋賀県,486,11394.0,4.27
京都府,1710,40610.0,4.21
大阪府,10333,176780.0,5.85
兵庫県,2624,54134.0,4.85
奈良県,560,19870.0,2.82
和歌山県,238,9188.0,2.59
鳥取県,36,5397.0,0.67
島根県,140,5366.0,2.61
岡山県,150,8110.0,1.85
広島県,496,20198.0,2.46
山口県,195,9322.0,2.09
徳島県,147,6835.0,2.15
香川県,93,10406.0,0.89
愛媛県,114,4037.0,2.82
高知県,137,3428.0,4.0
福岡県,5017,47045.0,10.66
佐賀県,244,5796.0,4.21
長崎県,236,17828.0,1.32
熊本県,572,16183.0,3.53
大分県,158,16202.0,0.98
宮崎県,344,8534.0,4.03
鹿児島県,400,18249.0,2.19
沖縄県,2389,37465.0,6.38
