pref,Positive,Tested,Percent
北海道,10163,173120.0,5.87
青森県,345,7496.0,4.6
岩手県,224,10258.0,2.18
宮城県,1319,20230.0,6.52
秋田県,90,3733.0,2.41
山形県,186,8531.0,2.18
福島県,548,42464.0,1.29
茨城県,1878,17536.0,10.71
栃木県,782,57351.0,1.36
群馬県,1433,39971.0,3.59
埼玉県,9583,252336.0,3.8
千葉県,7599,175488.0,4.33
東京都,44355,816435.0,5.43
神奈川県,13855,272325.0,5.09
新潟県,363,23497.0,1.54
富山県,462,18199.0,2.54
石川県,879,23696.0,3.71
福井県,326,16140.0,2.02
山梨県,429,13914.0,3.08
⾧野県,838,34537.0,2.43
岐阜県,1300,45207.0,2.88
静岡県,1988,63637.0,3.12
愛知県,11438,143982.0,7.94
三重県,967,22079.0,4.38
滋賀県,832,29557.0,2.81
京都府,2884,70833.0,4.07
大阪府,22993,357109.0,6.44
兵庫県,6547,105709.0,6.19
奈良県,1351,36543.0,3.7
和歌山県,516,14303.0,3.61
鳥取県,65,18758.0,0.35
島根県,158,7158.0,2.21
岡山県,678,20802.0,3.26
広島県,1128,39067.0,2.89
山口県,418,19028.0,2.2
徳島県,186,13518.0,1.38
香川県,174,18512.0,0.94
愛媛県,352,8593.0,4.1
高知県,263,4223.0,6.23
福岡県,6125,214039.0,2.86
佐賀県,347,10755.0,3.23
⾧崎県,276,28610.0,0.96
熊本県,1111,26758.0,4.15
大分県,418,31001.0,1.35
宮崎県,568,10600.0,5.36
鹿児島県,701,28832.0,2.43
沖縄県,4613,76622.0,6.02
