pref,Positive,Tested,Percent
滋賀県,479,11208.0,4.27
京都府,1659,38110.0,4.35
大阪府,10099,170643.0,5.92
兵庫県,2575,52677.0,4.89
奈良県,555,19076.0,2.91
和歌山県,236,9025.0,2.61
鳥取県,36,5355.0,0.67
島根県,137,5309.0,2.58
岡山県,148,7861.0,1.88
広島県,476,19573.0,2.43
山口県,195,8891.0,2.19
徳島県,147,6778.0,2.17
香川県,93,10083.0,0.92
愛媛県,114,3973.0,2.87
高知県,137,3403.0,4.03
福岡県,5004,46615.0,10.73
佐賀県,244,5690.0,4.29
長崎県,236,17290.0,1.36
熊本県,571,16066.0,3.55
大分県,158,15519.0,1.02
宮崎県,344,8455.0,4.07
鹿児島県,377,17562.0,2.15
沖縄県,2358,36091.0,6.53
北海道,1960,53173.0,3.69
青森県,35,2282.0,1.53
岩手県,23,3860.0,0.6
宮城県,367,9738.0,3.77
秋田県,53,1964.0,2.7
山形県,78,5038.0,1.55
福島県,225,18429.0,1.22
茨城県,627,12026.0,5.21
栃木県,400,27909.0,1.43
群馬県,670,18959.0,3.53
埼玉県,4448,131305.0,3.39
千葉県,3651,74727.0,4.89
東京都,24306,411359.0,5.91
神奈川県,6403,138519.0,4.62
新潟県,165,14594.0,1.13
富山県,410,11364.0,3.61
石川県,756,11835.0,6.39
福井県,244,9502.0,2.57
山梨県,180,10263.0,1.75
長野県,303,17873.0,1.7
岐阜県,599,21238.0,2.82
静岡県,517,31367.0,1.65
愛知県,5103,69242.0,7.37
三重県,475,11898.0,3.99
