pref,Positive,Tested,Percent
北海道,177,2076.0,8.53
青森県,7,132.0,5.3
岩手県,0,54.0,0.0
宮城県,6,208.0,2.88
秋田県,4,240.0,1.67
山形県,0,198.0,0.0
福島県,2,203.0,0.99
茨城県,20,921.0,2.17
栃木県,12,439.0,2.73
群馬県,18,253.0,7.11
埼玉県,84,1249.0,6.73
千葉県,160,362.0,44.2
東京都,449,2986.0,15.04
神奈川県,115,476.0,24.16
新潟県,31,1024.0,3.03
富山県,1,79.0,1.27
石川県,11,211.0,5.21
福井県,15,160.0,9.38
山梨県,5,454.0,1.1
長野県,8,475.0,1.68
岐阜県,21,629.0,3.34
静岡県,4,701.0,0.57
愛知県,170,2460.0,6.91
三重県,11,437.0,2.52
滋賀県,6,217.0,2.76
京都府,54,1080.0,5.0
大阪府,217,630.0,34.44
兵庫県,136,2399.0,5.67
奈良県,11,292.0,3.77
和歌山県,17,1452.0,1.17
鳥取県,0,169.0,0.0
島根県,0,130.0,0.0
岡山県,4,309.0,1.29
広島県,6,901.0,0.67
山口県,6,257.0,2.33
徳島県,1,123.0,0.81
香川県,1,243.0,0.41
愛媛県,4,250.0,1.6
高知県,15,359.0,4.18
福岡県,23,1033.0,2.23
佐賀県,1,137.0,0.73
長崎県,2,331.0,0.6
熊本県,11,856.0,1.29
大分県,28,1626.0,1.72
宮崎県,3,272.0,1.1
鹿児島県,1,263.0,0.38
沖縄県,9,332.0,2.71
