pref,Positive,Tested,Percent
北海道,1845,47800.0,3.86
青森県,35,2163.0,1.62
岩手県,23,3467.0,0.66
宮城県,256,8452.0,3.03
秋田県,50,1846.0,2.71
山形県,78,3137.0,2.49
福島県,186,16269.0,1.14
茨城県,589,11470.0,5.14
栃木県,319,24584.0,1.3
群馬県,502,16368.0,3.07
埼玉県,4172,120926.0,3.45
千葉県,3281,61286.0,5.35
東京都,22168,366455.0,6.05
神奈川県,5629,125835.0,4.47
新潟県,147,13570.0,1.08
富山県,409,10458.0,3.91
石川県,718,10000.0,7.18
福井県,244,9044.0,2.7
山梨県,178,9890.0,1.8
長野県,293,16712.0,1.75
岐阜県,568,19278.0,2.95
静岡県,499,28146.0,1.77
愛知県,4730,60130.0,7.87
三重県,443,10854.0,4.08
滋賀県,466,10221.0,4.56
京都府,1594,34873.0,4.57
大阪府,9232,151066.0,6.11
兵庫県,2378,48018.0,4.95
奈良県,540,17993.0,3.0
和歌山県,235,8839.0,2.66
鳥取県,22,4601.0,0.48
島根県,137,5032.0,2.72
岡山県,146,7049.0,2.07
広島県,464,18484.0,2.51
山口県,189,7510.0,2.52
徳島県,146,6460.0,2.26
香川県,86,9006.0,0.95
愛媛県,114,3900.0,2.92
高知県,134,3255.0,4.12
福岡県,4845,43331.0,11.18
佐賀県,242,5358.0,4.52
長崎県,234,15876.0,1.47
熊本県,554,12477.0,4.44
大分県,158,13974.0,1.13
宮崎県,339,8251.0,4.11
鹿児島県,371,16872.0,2.2
沖縄県,2244,30027.0,7.47
