pref,Positive,Tested,Percent
滋賀県,537,13710.0,3.92
京都府,1958,50753.0,3.86
大阪府,11976,223402.0,5.36
兵庫県,3078,65855.0,4.67
奈良県,625,23806.0,2.63
和歌山県,270,10207.0,2.65
鳥取県,35,5582.0,0.63
島根県,140,6122.0,2.29
岡山県,194,10217.0,1.9
広島県,654,26568.0,2.46
山口県,213,11451.0,1.86
徳島県,164,7390.0,2.22
香川県,101,12950.0,0.78
愛媛県,116,4293.0,2.7
高知県,140,3604.0,3.88
福岡県,5179,157690.0,3.28
佐賀県,254,6897.0,3.68
長崎県,242,21532.0,1.12
熊本県,768,19032.0,4.04
大分県,159,20094.0,0.79
宮崎県,366,8741.0,4.19
鹿児島県,463,21698.0,2.13
沖縄県,3134,52894.0,5.93
北海道,2703,74331.0,3.64
青森県,170,3886.0,4.37
岩手県,27,5134.0,0.53
宮城県,565,12939.0,4.37
秋田県,61,2448.0,2.49
山形県,84,5761.0,1.46
福島県,385,27233.0,1.41
茨城県,739,13525.0,5.46
栃木県,476,35132.0,1.35
群馬県,858,27724.0,3.09
埼玉県,5602,174144.0,3.22
千葉県,4775,119627.0,3.99
東京都,29909,567880.0,5.27
神奈川県,8308,187119.0,4.44
新潟県,181,17321.0,1.04
富山県,422,14261.0,2.96
石川県,798,16210.0,4.92
福井県,256,10775.0,2.38
山梨県,203,11373.0,1.78
長野県,330,22077.0,1.49
岐阜県,671,26049.0,2.58
静岡県,588,40885.0,1.44
愛知県,5811,93063.0,6.24
三重県,555,15384.0,3.61
