pref,Positive,Tested,Percent
北海道,1579,34341.0,4.6
青森県,32,1610.0,1.99
岩手県,7,1969.0,0.36
宮城県,182,6857.0,2.65
秋田県,36,1415.0,2.54
山形県,76,2984.0,2.55
福島県,100,11259.0,0.89
茨城県,416,8827.0,4.71
栃木県,261,16961.0,1.54
群馬県,244,9784.0,2.49
埼玉県,3001,84977.0,3.53
千葉県,2258,41138.0,5.49
東京都,16474,239875.0,6.87
神奈川県,3398,47699.0,7.12
新潟県,129,7595.0,1.7
富山県,293,6409.0,4.57
石川県,399,3734.0,10.69
福井県,154,5684.0,2.71
山梨県,133,8294.0,1.6
⾧野県,139,10103.0,1.38
岐阜県,484,14247.0,3.4
静岡県,382,17599.0,2.17
愛知県,3306,34291.0,9.64
三重県,249,6940.0,3.59
滋賀県,311,6328.0,4.91
京都府,1001,22826.0,4.39
大阪府,6178,96375.0,6.41
兵庫県,1692,33215.0,5.09
奈良県,341,11572.0,2.95
和歌山県,186,7093.0,2.62
鳥取県,21,4221.0,0.5
島根県,130,3577.0,3.63
岡山県,117,3607.0,3.24
広島県,423,15001.0,2.82
山口県,78,4773.0,1.63
徳島県,62,3053.0,2.03
香川県,60,6063.0,0.99
愛媛県,107,3311.0,3.23
高知県,83,2404.0,3.45
福岡県,3138,32268.0,9.72
佐賀県,174,3635.0,4.79
⾧崎県,170,9897.0,1.72
熊本県,371,8346.0,4.45
大分県,93,8260.0,1.13
宮崎県,243,6485.0,3.75
鹿児島県,277,12432.0,2.23
沖縄県,1307,16497.0,7.92
