pref,Positive,Tested,Percent
滋賀県,40,552.0,7.25
京都府,205,2225.0,9.21
大阪府,836,3073.0,27.2
兵庫県,384,4250.0,9.04
奈良県,44,618.0,7.12
和歌山県,34,2092.0,1.63
鳥取県,1,378.0,0.26
島根県,8,366.0,2.19
岡山県,16,669.0,2.39
広島県,57,2091.0,2.73
山口県,24,657.0,3.65
徳島県,3,236.0,1.27
香川県,16,546.0,2.93
愛媛県,37,631.0,5.86
高知県,60,913.0,6.57
福岡県,373,5051.0,7.38
佐賀県,13,405.0,3.21
長崎県,14,1106.0,1.27
熊本県,28,1877.0,1.49
大分県,43,2161.0,1.99
宮崎県,17,703.0,2.42
鹿児島県,4,614.0,0.65
沖縄県,72,816.0,8.82
北海道,272,3257.0,8.35
青森県,22,391.0,5.63
岩手県,0,155.0,0.0
宮城県,54,816.0,6.62
秋田県,15,555.0,2.7
山形県,35,932.0,3.76
福島県,38,701.0,5.42
茨城県,110,2501.0,4.4
栃木県,36,1082.0,3.33
群馬県,91,1717.0,5.3
埼玉県,414,2415.0,17.14
千葉県,474,2329.0,20.35
東京都,2171,6327.0,34.31
神奈川県,572,3116.0,18.36
新潟県,42,1670.0,2.51
富山県,49,910.0,5.38
石川県,121,718.0,16.85
福井県,92,710.0,12.96
山梨県,35,1157.0,3.03
長野県,34,1068.0,3.18
岐阜県,112,1442.0,7.77
静岡県,46,1606.0,2.86
愛知県,328,4201.0,7.81
三重県,17,995.0,1.71
