pref,Positive,Tested,Percent
滋賀県,100,1776.0,5.63
京都府,358,7773.0,4.61
大阪府,1782,29739.0,5.99
兵庫県,699,10855.0,6.44
奈良県,92,2545.0,3.61
和歌山県,63,3651.0,1.73
鳥取県,3,1314.0,0.23
島根県,24,1098.0,2.19
岡山県,25,1664.0,1.5
広島県,167,6841.0,2.44
山口県,37,1669.0,2.22
徳島県,5,719.0,0.7
香川県,28,2131.0,1.31
愛媛県,81,1982.0,4.09
高知県,74,1755.0,4.22
福岡県,674,12010.0,5.61
佐賀県,47,1389.0,3.38
長崎県,17,2699.0,0.63
熊本県,48,3878.0,1.24
大分県,60,3908.0,1.54
宮崎県,17,1362.0,1.25
鹿児島県,10,1745.0,0.57
沖縄県,142,2836.0,5.01
北海道,1066,12686.0,8.4
青森県,27,839.0,3.22
岩手県,0,632.0,0.0
宮城県,88,2868.0,3.07
秋田県,16,929.0,1.72
山形県,69,2640.0,2.61
福島県,81,4109.0,1.97
茨城県,168,4574.0,3.67
栃木県,65,3617.0,1.8
群馬県,149,3538.0,4.21
埼玉県,1000,19289.0,5.18
千葉県,905,14122.0,6.41
東京都,5180,14883.0,34.8
神奈川県,1341,9225.0,14.54
新潟県,83,4104.0,2.02
富山県,227,3122.0,7.27
石川県,296,2656.0,11.14
福井県,122,2545.0,4.79
山梨県,60,3801.0,1.58
長野県,76,2630.0,2.89
岐阜県,150,3466.0,4.33
静岡県,75,3468.0,2.16
愛知県,507,9819.0,5.16
三重県,45,2466.0,1.82
