pref,Positive,Tested,Percent
滋賀県,428,8427.0,5.08
京都府,1374,29424.0,4.67
大阪府,8233,128100.0,6.43
兵庫県,2187,42080.0,5.2
奈良県,506,12972.0,3.9
和歌山県,228,8459.0,2.7
鳥取県,22,4516.0,0.49
島根県,137,4764.0,2.88
岡山県,143,5880.0,2.43
広島県,453,17316.0,2.62
山口県,141,6195.0,2.28
徳島県,124,5214.0,2.38
香川県,74,7665.0,0.97
愛媛県,114,3740.0,3.05
高知県,118,2836.0,4.16
福岡県,4282,39106.0,10.95
佐賀県,229,4711.0,4.86
長崎県,219,13500.0,1.62
熊本県,491,10721.0,4.58
大分県,144,11614.0,1.24
宮崎県,330,7874.0,4.19
鹿児島県,351,14880.0,2.36
沖縄県,2013,23690.0,8.5
北海道,1734,41417.0,4.19
青森県,35,1958.0,1.79
岩手県,19,2859.0,0.66
宮城県,192,7583.0,2.53
秋田県,48,1720.0,2.79
山形県,77,3091.0,2.49
福島県,146,13844.0,1.05
茨城県,532,10384.0,5.12
栃木県,295,21315.0,1.38
群馬県,426,13266.0,3.21
埼玉県,3750,102709.0,3.65
千葉県,2922,52584.0,5.56
東京都,20096,307109.0,6.54
神奈川県,4667,108862.0,4.29
新潟県,140,12207.0,1.15
富山県,368,7363.0,5.0
石川県,605,7608.0,7.95
福井県,190,6917.0,2.75
山梨県,172,9359.0,1.84
長野県,200,13037.0,1.53
岐阜県,551,17549.0,3.14
静岡県,469,24082.0,1.95
愛知県,4323,49574.0,8.72
三重県,354,9386.0,3.77
