pref,Positive,Tested,Percent
北海道,10805,183390.0,5.89
青森県,364,7849.0,4.64
岩手県,252,10662.0,2.36
宮城県,1417,21113.0,6.71
秋田県,90,3746.0,2.4
山形県,218,8932.0,2.44
福島県,582,44199.0,1.32
茨城県,1935,17774.0,10.89
栃木県,839,60231.0,1.39
群馬県,1572,42544.0,3.69
埼玉県,10101,260942.0,3.87
千葉県,7958,189306.0,4.2
東京都,46124,840791.0,5.49
神奈川県,14599,281819.0,5.18
新潟県,380,24145.0,1.57
富山県,462,18434.0,2.51
石川県,899,24571.0,3.66
福井県,331,16507.0,2.01
山梨県,440,14073.0,3.13
長野県,909,35844.0,2.54
岐阜県,1406,48913.0,2.87
静岡県,2087,67934.0,3.07
愛知県,12123,152984.0,7.92
三重県,1028,24205.0,4.25
滋賀県,852,30612.0,2.78
京都府,3076,73836.0,4.17
大阪府,24192,372343.0,6.5
兵庫県,6994,109727.0,6.37
奈良県,1433,38382.0,3.73
和歌山県,545,14702.0,3.71
鳥取県,67,19438.0,0.34
島根県,165,7659.0,2.15
岡山県,702,24136.0,2.91
広島県,1322,43500.0,3.04
山口県,429,22347.0,1.92
徳島県,187,13790.0,1.36
香川県,198,19091.0,1.04
愛媛県,356,9639.0,3.69
高知県,312,4483.0,6.96
福岡県,6343,221015.0,2.87
佐賀県,371,11401.0,3.25
長崎県,290,29313.0,0.99
熊本県,1184,27352.0,4.33
大分県,490,32945.0,1.49
宮崎県,584,10923.0,5.35
鹿児島県,741,30031.0,2.47
沖縄県,4735,78522.0,6.03
