pref,Positive,Tested,Percent
滋賀県,184,4495.0,4.09
京都府,758,17749.0,4.27
大阪府,4446,76516.0,5.81
兵庫県,1252,27277.0,4.59
奈良県,264,8733.0,3.02
和歌山県,167,6359.0,2.63
鳥取県,18,3054.0,0.59
島根県,29,2955.0,0.98
岡山県,88,3093.0,2.85
広島県,347,11610.0,2.99
山口県,58,4073.0,1.42
徳島県,28,1968.0,1.42
香川県,46,4782.0,0.96
愛媛県,95,3050.0,3.11
高知県,81,2292.0,3.53
福岡県,2047,25500.0,8.03
佐賀県,95,2555.0,3.72
長崎県,112,7268.0,1.54
熊本県,217,6008.0,3.61
大分県,68,6956.0,0.98
宮崎県,157,4920.0,3.19
鹿児島県,256,10949.0,2.34
沖縄県,517,8972.0,5.76
北海道,1446,29610.0,4.88
青森県,32,1445.0,2.21
岩手県,4,1567.0,0.26
宮城県,165,6042.0,2.73
秋田県,18,1146.0,1.57
山形県,76,2918.0,2.6
福島県,89,10027.0,0.89
茨城県,322,7081.0,4.55
栃木県,195,13811.0,1.41
群馬県,192,8361.0,2.3
埼玉県,2461,66715.0,3.69
千葉県,1780,29050.0,6.13
東京都,13455,191114.0,7.04
神奈川県,2615,18126.0,14.43
新潟県,116,6619.0,1.75
富山県,244,5323.0,4.58
石川県,323,3283.0,9.84
福井県,140,4976.0,2.81
山梨県,94,7260.0,1.29
長野県,117,7631.0,1.53
岐阜県,351,10835.0,3.24
静岡県,269,13280.0,2.03
愛知県,1977,22910.0,8.63
三重県,112,4424.0,2.53
