pref,Positive,Tested,Percent
滋賀県,4,140.0,2.86
京都府,20,770.0,2.6
大阪府,117,,
兵庫県,90,1020.0,8.82
奈良県,8,163.0,4.91
和歌山県,15,1090.0,1.38
鳥取県,0,110.0,0.0
島根県,0,86.0,0.0
岡山県,0,175.0,0.0
広島県,1,521.0,0.19
山口県,3,157.0,1.91
徳島県,1,79.0,1.27
香川県,1,122.0,0.82
愛媛県,3,181.0,1.66
高知県,12,267.0,4.49
福岡県,4,610.0,0.66
佐賀県,1,91.0,1.1
⻑崎県,1,200.0,0.5
熊本県,6,,
大分県,1,163.0,0.61
宮崎県,3,143.0,2.1
鹿児島県,0,,
沖縄県,3,230.0,1.3
北海道,154,1587.0,9.7
⻘森県,0,75.0,0.0
岩手県,0,24.0,0.0
宮城県,1,138.0,0.72
秋田県,2,109.0,1.83
山形県,0,123.0,0.0
福島県,2,127.0,1.57
茨城県,2,454.0,0.44
栃木県,3,242.0,1.24
群馬県,10,161.0,6.21
埼玉県,34,646.0,5.26
千葉県,33,,
東京都,117,1743.0,6.71
神奈川県,59,,
新潟県,21,,
富山県,0,54.0,0.0
石川県,7,165.0,4.24
福井県,1,92.0,1.09
山梨県,2,325.0,0.62
⻑野県,4,295.0,1.36
岐阜県,3,270.0,1.11
静岡県,3,,
愛知県,130,,
三重県,8,277.0,2.89
