pref,Positive,Tested,Percent
滋賀県,495,11641.0,4.25
京都府,1731,41742.0,4.15
大阪府,10483,180249.0,5.82
兵庫県,2674,55275.0,4.84
奈良県,567,20290.0,2.79
和歌山県,240,9244.0,2.6
鳥取県,36,5428.0,0.66
島根県,140,5652.0,2.48
岡山県,154,8110.0,1.9
広島県,533,20619.0,2.58
山口県,198,9601.0,2.06
徳島県,147,6875.0,2.14
香川県,93,10520.0,0.88
愛媛県,114,4049.0,2.82
高知県,138,3459.0,3.99
福岡県,5027,47195.0,10.65
佐賀県,245,5874.0,4.17
長崎県,236,18085.0,1.3
熊本県,572,16338.0,3.5
大分県,158,16449.0,0.96
宮崎県,344,8560.0,4.02
鹿児島県,411,18752.0,2.19
沖縄県,2441,38286.0,6.38
北海道,2058,56243.0,3.66
青森県,36,2378.0,1.51
岩手県,23,4163.0,0.55
宮城県,392,10190.0,3.85
秋田県,53,2121.0,2.5
山形県,78,5127.0,1.52
福島県,251,19800.0,1.27
茨城県,649,12424.0,5.22
栃木県,427,29943.0,1.43
群馬県,699,20337.0,3.44
埼玉県,4600,140657.0,3.27
千葉県,3822,86970.0,4.39
東京都,25335,443207.0,5.72
神奈川県,6760,149564.0,4.52
新潟県,170,15140.0,1.12
富山県,412,11696.0,3.52
石川県,776,12580.0,6.17
福井県,244,9692.0,2.52
山梨県,182,10581.0,1.72
長野県,305,18662.0,1.63
岐阜県,622,22211.0,2.8
静岡県,532,33644.0,1.58
愛知県,5290,74449.0,7.11
三重県,495,12325.0,4.02
