pref,Positive,Tested,Percent
北海道,6684,122381.0,5.46
青森県,280,6349.0,4.41
岩手県,127,7560.0,1.68
宮城県,1075,17396.0,6.18
秋田県,74,3155.0,2.35
山形県,107,7184.0,1.49
福島県,474,37381.0,1.27
茨城県,1205,15503.0,7.77
栃木県,558,51487.0,1.08
群馬県,1033,34203.0,3.02
埼玉県,7499,217347.0,3.45
千葉県,6308,154668.0,4.08
東京都,37317,707444.0,5.27
神奈川県,11181,234414.0,4.77
新潟県,295,20826.0,1.42
富山県,441,16124.0,2.74
石川県,833,20662.0,4.03
福井県,300,13504.0,2.22
山梨県,298,12801.0,2.33
長野県,592,27741.0,2.13
岐阜県,911,31292.0,2.91
静岡県,1111,51416.0,2.16
愛知県,8464,124076.0,6.82
三重県,706,18271.0,3.86
滋賀県,730,25024.0,2.92
京都府,2409,60062.0,4.01
大阪府,17159,292105.0,5.87
兵庫県,4485,83625.0,5.36
奈良県,975,29663.0,3.29
和歌山県,379,12054.0,3.14
鳥取県,53,6197.0,0.86
島根県,142,6498.0,2.19
岡山県,485,17220.0,2.82
広島県,736,31670.0,2.32
山口県,343,13795.0,2.49
徳島県,178,7724.0,2.3
香川県,129,15802.0,0.82
愛媛県,186,5240.0,3.55
高知県,146,3704.0,3.94
福岡県,5513,189078.0,2.92
佐賀県,293,8789.0,3.33
長崎県,254,25667.0,0.99
熊本県,951,22677.0,4.19
大分県,209,24933.0,0.84
宮崎県,414,8918.0,4.64
鹿児島県,592,25683.0,2.31
沖縄県,3967,67188.0,5.9
