pref,Positive,Tested,Percent
北海道,194,2445.0,7.93
青森県,11,233.0,4.72
岩手県,0,86.0,0.0
宮城県,26,514.0,5.06
秋田県,11,419.0,2.63
山形県,13,434.0,3.0
福島県,16,328.0,4.88
茨城県,71,1806.0,3.93
栃木県,14,759.0,1.84
群馬県,26,1361.0,1.91
埼玉県,195,1647.0,11.84
千葉県,253,1297.0,19.51
東京都,1123,4422.0,25.4
神奈川県,261,1799.0,14.51
新潟県,32,1345.0,2.38
富山県,11,381.0,2.89
石川県,45,384.0,11.72
福井県,57,335.0,17.01
山梨県,14,749.0,1.87
長野県,14,736.0,1.9
岐阜県,51,966.0,5.28
静岡県,10,1203.0,0.83
愛知県,237,3236.0,7.32
三重県,13,759.0,1.71
滋賀県,18,334.0,5.39
京都府,119,1472.0,8.08
大阪府,429,1751.0,24.5
兵庫県,201,3054.0,6.58
奈良県,26,374.0,6.95
和歌山県,27,1642.0,1.64
鳥取県,0,242.0,0.0
島根県,0,166.0,0.0
岡山県,11,479.0,2.3
広島県,16,1348.0,1.19
山口県,12,449.0,2.67
徳島県,3,174.0,1.72
香川県,2,371.0,0.54
愛媛県,14,407.0,3.44
高知県,34,565.0,6.02
福岡県,113,2415.0,4.68
佐賀県,8,223.0,3.59
長崎県,9,665.0,1.35
熊本県,20,1420.0,1.41
大分県,32,1843.0,1.74
宮崎県,7,425.0,1.65
鹿児島県,3,414.0,0.72
沖縄県,15,480.0,3.12
