pref,Positive,Tested,Percent
滋賀県,76,937.0,8.11
京都府,264,2883.0,9.16
大阪府,1351,5368.0,25.17
兵庫県,546,5714.0,9.56
奈良県,73,1020.0,7.16
和歌山県,47,2381.0,1.97
鳥取県,3,794.0,0.38
島根県,16,697.0,2.3
岡山県,19,992.0,1.92
広島県,138,3583.0,3.85
山口県,31,1130.0,2.74
徳島県,5,341.0,1.47
香川県,26,1273.0,2.04
愛媛県,47,893.0,5.26
高知県,69,1181.0,5.84
福岡県,539,7311.0,7.37
佐賀県,17,602.0,2.82
長崎県,17,1551.0,1.1
熊本県,41,2465.0,1.66
大分県,60,2691.0,2.23
宮崎県,17,943.0,1.8
鹿児島県,10,852.0,1.17
沖縄県,125,1420.0,8.8
北海道,473,4554.0,10.39
青森県,22,487.0,4.52
岩手県,0,242.0,0.0
宮城県,84,1387.0,6.06
秋田県,16,753.0,2.12
山形県,64,1657.0,3.86
福島県,64,1230.0,5.2
茨城県,146,3571.0,4.09
栃木県,51,1537.0,3.32
群馬県,131,2163.0,6.06
埼玉県,681,5119.0,13.3
千葉県,704,4061.0,17.34
東京都,3320,8435.0,39.36
神奈川県,816,4745.0,17.2
新潟県,58,2217.0,2.62
富山県,115,1515.0,7.59
石川県,190,1181.0,16.09
福井県,118,1099.0,10.74
山梨県,50,1703.0,2.94
長野県,54,1417.0,3.81
岐阜県,140,2143.0,6.53
静岡県,53,2221.0,2.39
愛知県,422,5535.0,7.62
三重県,41,1436.0,2.86
